Stat;YY  ;MM;DD;hh;mm;ss   ;nG;nR;nE;nC;nJ;nS;PDop  ;TDop  ;HDop  ;VDop  ;GDop  ;RecX        ;RecY        ;RecZ        ;RecmX  ;RecmY  ;RecmZ  ;RecN        ;RecE        ;RecU        ;RecmN  ;RecmE  ;RecmU  ;ZTD    ;mZTD   ;  ExZTD;  m0   ;   RecClkG;   RecClkR;  RecClkE;   RecClkC;   RecClkJ;  RecClkS
PTBB;2023;09;02;00;06;00.00; 8; 7; 9;11; 0; 0;  0.31;  0.24;  0.03;  0.01;  0.01;3844059.3032; 709661.4572;5023129.6210; 0.2054; 0.1256; 0.2138;5794985.9995; 599547.1958;    129.9168; 0.1483; 0.1247; 0.2571; 2.4628; 0.0364;    NaN;   0.85;   56.5920;   -3.7364;   -2.4074;  -12.8483;    0.0000;    0.0000
PTBB;2023;09;02;00;06;30.00; 8; 8; 9;11; 0; 0;  0.30;  0.26;  0.03;  0.01;  0.01;3844059.3180; 709661.4297;5023129.5945; 0.2260; 0.1395; 0.2323;5794985.9751; 599547.1665;    129.9016; 0.1616; 0.1386; 0.2814; 2.4653; 0.0411;    NaN;   0.98;   56.5585;   -3.7407;   -2.4075;  -12.8486;    0.0000;    0.0000
PTBB;2023;09;02;00;07;00.00; 8; 8; 9;11; 0; 0;  0.30;  0.25;  0.02;  0.01;  0.01;3844059.3441; 709661.4046;5023129.5829; 0.2192; 0.1364; 0.2228;5794985.9507; 599547.1376;    129.9053; 0.1555; 0.1358; 0.2715; 2.4663; 0.0408;    NaN;   1.00;   56.5483;   -3.7415;   -2.4077;  -12.8487;    0.0000;    0.0000
PTBB;2023;09;02;00;07;30.00; 8; 7; 9;11; 0; 0;  0.30;  0.20;  0.02;  0.01;  0.01;3844059.3663; 709661.4194;5023129.6045; 0.1727; 0.1085; 0.1737;5794985.9447; 599547.1482;    129.9375; 0.1214; 0.1081; 0.2129; 2.4646; 0.0327;    NaN;   0.83;   56.5779;   -3.7390;   -2.4072;  -12.8495;    0.0000;    0.0000
PTBB;2023;09;02;00;08;00.00; 8; 7; 9;11; 0; 0;  0.30;  0.20;  0.02;  0.01;  0.01;3844059.3773; 709661.4237;5023129.6105; 0.1701; 0.1079; 0.1694;5794985.9393; 599547.1505;    129.9492; 0.1186; 0.1077; 0.2088; 2.4654; 0.0327;    NaN;   0.86;   56.5901;   -3.7396;   -2.4075;  -12.8484;    0.0000;    0.0000
PTBB;2023;09;02;00;08;30.00; 8; 8; 9;11; 0; 0;  0.30;  0.22;  0.02;  0.01;  0.01;3844059.4517; 709661.4241;5023129.6144; 0.1883; 0.1206; 0.1857;5794985.8834; 599547.1386;    129.9971; 0.1302; 0.1205; 0.2303; 2.4638; 0.0367;    NaN;   1.00;   56.6140;   -3.7396;   -2.4069;  -12.8486;    0.0000;    0.0000
PTBB;2023;09;02;00;09;00.00; 8; 8; 9;11; 0; 0;  0.30;  0.20;  0.02;  0.01;  0.01;3844059.4886; 709661.4247;5023129.6363; 0.1727; 0.1117; 0.1689;5794985.8680; 599547.1328;    130.0367; 0.1185; 0.1118; 0.2105; 2.4616; 0.0339;    NaN;   0.96;   56.6416;   -3.7394;   -2.4067;  -12.8482;    0.0000;    0.0000
PTBB;2023;09;02;00;09;30.00; 8; 8; 9;11; 0; 0;  0.30;  0.19;  0.02;  0.01;  0.01;3844059.5323; 709661.4227;5023129.6642; 0.1624; 0.1061; 0.1576;5794985.8511; 599547.1232;    130.0849; 0.1107; 0.1063; 0.1972; 2.4592; 0.0322;    NaN;   0.95;   56.6715;   -3.7389;   -2.4067;  -12.8488;    0.0000;    0.0000
PTBB;2023;09;02;00;10;00.00; 8; 8; 9;11; 0; 0;  0.29;  0.19;  0.02;  0.01;  0.01;3844059.5442; 709661.4466;5023129.6651; 0.1600; 0.1056; 0.1541;5794985.8394; 599547.1448;    130.0954; 0.1084; 0.1060; 0.1937; 2.4572; 0.0318;    NaN;   0.98;   56.6770;   -3.7398;   -2.4068;  -12.8484;    0.0000;    0.0000
PTBB;2023;09;02;00;10;30.00; 8; 8; 9;11; 0; 0;  0.29;  0.18;  0.01;  0.01;  0.01;3844059.5639; 709661.4563;5023129.6634; 0.1516; 0.1011; 0.1450;5794985.8218; 599547.1511;    130.1070; 0.1021; 0.1016; 0.1830; 2.4568; 0.0303;    NaN;   0.97;   56.6842;   -3.7408;   -2.4069;  -12.8481;    0.0000;    0.0000
PTBB;2023;09;02;00;11;00.00; 8; 8; 9;11; 0; 0;  0.29;  0.13;  0.01;  0.00;  0.00;3844059.5837; 709661.4620;5023129.6744; 0.1117; 0.0754; 0.1062;5794985.8124; 599547.1533;    130.1282; 0.0749; 0.0758; 0.1345; 2.4556; 0.0224;    NaN;   0.74;   56.7034;   -3.7409;   -2.4068;  -12.8486;    0.0000;    0.0000
PTBB;2023;09;02;00;11;30.00; 8; 8; 9;11; 0; 0;  0.29;  0.15;  0.01;  0.00;  0.01;3844059.5909; 709661.4699;5023129.6662; 0.1210; 0.0825; 0.1143;5794985.8007; 599547.1600;    130.1269; 0.0808; 0.0831; 0.1452; 2.4565; 0.0243;    NaN;   0.84;   56.7044;   -3.7421;   -2.4071;  -12.8481;    0.0000;    0.0000
PTBB;2023;09;02;00;12;00.00; 8; 8; 9;11; 0; 0;  0.29;  0.17;  0.01;  0.01;  0.01;3844059.6172; 709661.4573;5023129.6670; 0.1435; 0.0989; 0.1348;5794985.7822; 599547.1432;    130.1420; 0.0954; 0.0997; 0.1718; 2.4561; 0.0288;    NaN;   1.04;   56.7054;   -3.7410;   -2.4072;  -12.8485;    0.0000;    0.0000
PTBB;2023;09;02;00;12;30.00; 8; 8; 9;11; 0; 0;  0.29;  0.17;  0.01;  0.01;  0.01;3844059.6229; 709661.4567;5023129.6814; 0.1425; 0.0992; 0.1331;5794985.7867; 599547.1416;    130.1568; 0.0944; 0.1001; 0.1701; 2.4550; 0.0286;    NaN;   1.08;   56.7079;   -3.7409;   -2.4072;  -12.8487;    0.0000;    0.0000
PTBB;2023;09;02;00;13;00.00; 8; 8; 9;11; 0; 0;  0.29;  0.14;  0.01;  0.00;  0.01;3844059.6440; 709661.4644;5023129.6962; 0.1184; 0.0833; 0.1101;5794985.7783; 599547.1454;    130.1821; 0.0782; 0.0841; 0.1411; 2.4536; 0.0238;    NaN;   0.93;   56.7168;   -3.7405;   -2.4074;  -12.8488;    0.0000;    0.0000
PTBB;2023;09;02;00;13;30.00; 8; 8; 9;11; 0; 0;  0.29;  0.15;  0.01;  0.01;  0.01;3844059.6425; 709661.4570;5023129.7017; 0.1274; 0.0905; 0.1179;5794985.7837; 599547.1383;    130.1846; 0.0838; 0.0915; 0.1514; 2.4540; 0.0256;    NaN;   1.04;   56.7098;   -3.7404;   -2.4076;  -12.8488;    0.0000;    0.0000
PTBB;2023;09;02;00;14;00.00; 8; 8; 9;11; 0; 0;  0.29;  0.13;  0.01;  0.00;  0.01;3844059.6562; 709661.4517;5023129.7037; 0.1110; 0.0797; 0.1023;5794985.7749; 599547.1308;    130.1939; 0.0728; 0.0807; 0.1316; 2.4535; 0.0223;    NaN;   0.94;   56.7140;   -3.7400;   -2.4076;  -12.8489;    0.0000;    0.0000
PTBB;2023;09;02;00;14;30.00; 8; 7; 9;11; 0; 0;  0.30;  0.14;  0.01;  0.00;  0.01;3844059.6725; 709661.4604;5023129.7093; 0.1167; 0.0846; 0.1070;5794985.7645; 599547.1366;    130.2091; 0.0764; 0.0857; 0.1380; 2.4523; 0.0234;    NaN;   1.03;   56.7295;   -3.7400;   -2.4077;  -12.8485;    0.0000;    0.0000
PTBB;2023;09;02;00;15;00.00; 8; 7; 9;11; 0; 0;  0.30;  0.12;  0.01;  0.00;  0.00;3844059.6826; 709661.4632;5023129.7169; 0.1009; 0.0739; 0.0922;5794985.7609; 599547.1376;    130.2214; 0.0659; 0.0749; 0.1191; 2.4515; 0.0202;    NaN;   0.93;   56.7419;   -3.7398;   -2.4079;  -12.8483;    0.0000;    0.0000
PTBB;2023;09;02;00;15;30.00; 8; 7; 9;11; 0; 0;  0.30;  0.14;  0.01;  0.00;  0.01;3844059.6992; 709661.4577;5023129.7262; 0.1160; 0.0858; 0.1056;5794985.7543; 599547.1293;    130.2382; 0.0756; 0.0871; 0.1366; 2.4504; 0.0232;    NaN;   1.10;   56.7437;   -3.7396;   -2.4080;  -12.8485;    0.0000;    0.0000
PTBB;2023;09;02;00;16;00.00; 8; 7; 9;11; 0; 0;  0.30;  0.12;  0.01;  0.00;  0.00;3844059.7076; 709661.4628;5023129.7375; 0.0992; 0.0742; 0.0900;5794985.7540; 599547.1328;    130.2528; 0.0646; 0.0753; 0.1166; 2.4491; 0.0198;    NaN;   0.98;   56.7510;   -3.7399;   -2.4080;  -12.8487;    0.0000;    0.0000
PTBB;2023;09;02;00;16;30.00; 8; 7; 9;11; 0; 0;  0.30;  0.12;  0.01;  0.00;  0.00;3844059.7251; 709661.4606;5023129.7423; 0.0947; 0.0715; 0.0856;5794985.7435; 599547.1277;    130.2668; 0.0615; 0.0727; 0.1111; 2.4484; 0.0188;    NaN;   0.97;   56.7555;   -3.7398;   -2.4079;  -12.8490;    0.0000;    0.0000
PTBB;2023;09;02;00;17;00.00; 8; 7; 9;11; 0; 0;  0.30;  0.11;  0.01;  0.00;  0.00;3844059.7343; 709661.4643;5023129.7431; 0.0923; 0.0702; 0.0833;5794985.7364; 599547.1297;    130.2734; 0.0598; 0.0714; 0.1082; 2.4479; 0.0183;    NaN;   0.98;   56.7596;   -3.7397;   -2.4078;  -12.8491;    0.0000;    0.0000
PTBB;2023;09;02;00;17;30.00; 8; 7; 9;11; 0; 0;  0.30;  0.12;  0.01;  0.00;  0.00;3844059.7312; 709661.4708;5023129.7469; 0.0952; 0.0731; 0.0858;5794985.7403; 599547.1366;    130.2753; 0.0617; 0.0744; 0.1115; 2.4482; 0.0189;    NaN;   1.04;   56.7574;   -3.7393;   -2.4077;  -12.8493;    0.0000;    0.0000
PTBB;2023;09;02;00;18;00.00; 8; 7; 9;11; 0; 0;  0.30;  0.10;  0.01;  0.00;  0.00;3844059.7337; 709661.4786;5023129.7491; 0.0779; 0.0603; 0.0701;5794985.7387; 599547.1439;    130.2794; 0.0504; 0.0614; 0.0912; 2.4485; 0.0154;    NaN;   0.88;   56.7613;   -3.7395;   -2.4078;  -12.8491;    0.0000;    0.0000
PTBB;2023;09;02;00;18;30.00; 8; 6; 9;11; 0; 0;  0.31;  0.10;  0.01;  0.00;  0.00;3844059.7425; 709661.4771;5023129.7486; 0.0784; 0.0613; 0.0705;5794985.7317; 599547.1410;    130.2841; 0.0506; 0.0624; 0.0917; 2.4488; 0.0155;    NaN;   0.92;   56.7652;   -3.7396;   -2.4077;  -12.8492;    0.0000;    0.0000
PTBB;2023;09;02;00;19;00.00; 8; 6; 9;11; 0; 0;  0.31;  0.10;  0.01;  0.00;  0.00;3844059.7385; 709661.4851;5023129.7455; 0.0776; 0.0611; 0.0696;5794985.7320; 599547.1496;    130.2802; 0.0501; 0.0623; 0.0907; 2.4485; 0.0153;    NaN;   0.94;   56.7703;   -3.7395;   -2.4078;  -12.8491;    0.0000;    0.0000
PTBB;2023;09;02;00;19;30.00; 8; 6; 9;11; 0; 0;  0.31;  0.11;  0.01;  0.00;  0.00;3844059.7351; 709661.4850;5023129.7428; 0.0875; 0.0695; 0.0784;5794985.7331; 599547.1501;    130.2760; 0.0564; 0.0709; 0.1021; 2.4487; 0.0173;    NaN;   1.09;   56.7680;   -3.7393;   -2.4077;  -12.8491;    0.0000;    0.0000
PTBB;2023;09;02;00;20;00.00; 9; 6; 9;11; 0; 0;  0.25;  0.11;  0.01;  0.00;  0.00;3844059.7407; 709661.4834;5023129.7463; 0.0838; 0.0671; 0.0750;5794985.7309; 599547.1475;    130.2819; 0.0539; 0.0685; 0.0977; 2.4488; 0.0165;    NaN;   1.08;   56.7784;   -3.7394;   -2.4077;  -12.8492;    0.0000;    0.0000
PTBB;2023;09;02;00;20;30.00; 9; 6; 9;11; 0; 0;  0.25;  0.09;  0.01;  0.00;  0.00;3844059.7415; 709661.4845;5023129.7425; 0.0725; 0.0585; 0.0647;5794985.7280; 599547.1485;    130.2795; 0.0466; 0.0597; 0.0844; 2.4489; 0.0142;    NaN;   0.96;   56.7792;   -3.7390;   -2.4076;  -12.8493;    0.0000;    0.0000
PTBB;2023;09;02;00;21;00.00; 9; 6; 9;11; 0; 0;  0.25;  0.10;  0.01;  0.00;  0.00;3844059.7407; 709661.4852;5023129.7392; 0.0800; 0.0651; 0.0714;5794985.7264; 599547.1494;    130.2765; 0.0514; 0.0665; 0.0931; 2.4488; 0.0157;    NaN;   1.10;   56.7784;   -3.7390;   -2.4075;  -12.8492;    0.0000;    0.0000
PTBB;2023;09;02;00;21;30.00; 9; 6; 9;11; 0; 0;  0.25;  0.09;  0.01;  0.00;  0.00;3844059.7504; 709661.4797;5023129.7376; 0.0668; 0.0547; 0.0596;5794985.7185; 599547.1423;    130.2804; 0.0428; 0.0559; 0.0777; 2.4487; 0.0130;    NaN;   0.94;   56.7772;   -3.7392;   -2.4075;  -12.8493;    0.0000;    0.0000
PTBB;2023;09;02;00;22;00.00; 9; 6; 9;11; 0; 0;  0.25;  0.09;  0.01;  0.00;  0.00;3844059.7511; 709661.4769;5023129.7346; 0.0711; 0.0587; 0.0634;5794985.7165; 599547.1395;    130.2782; 0.0455; 0.0600; 0.0827; 2.4489; 0.0138;    NaN;   1.03;   56.7709;   -3.7390;   -2.4075;  -12.8491;    0.0000;    0.0000
PTBB;2023;09;02;00;22;30.00; 8; 6; 9;11; 0; 0;  0.30;  0.08;  0.01;  0.00;  0.00;3844059.7524; 709661.4775;5023129.7328; 0.0654; 0.0544; 0.0584;5794985.7143; 599547.1399;    130.2776; 0.0419; 0.0557; 0.0762; 2.4490; 0.0127;    NaN;   0.98;   56.7683;   -3.7389;   -2.4075;  -12.8493;    0.0000;    0.0000
PTBB;2023;09;02;00;23;00.00; 9; 6; 9;11; 0; 0;  0.25;  0.07;  0.01;  0.00;  0.00;3844059.7529; 709661.4825;5023129.7337; 0.0537; 0.0450; 0.0479;5794985.7139; 599547.1447;    130.2792; 0.0344; 0.0460; 0.0625; 2.4491; 0.0104;    NaN;   0.83;   56.7717;   -3.7391;   -2.4075;  -12.8492;    0.0000;    0.0000
PTBB;2023;09;02;00;23;30.00; 9; 6; 9;11; 0; 0;  0.25;  0.07;  0.01;  0.00;  0.00;3844059.7563; 709661.4851;5023129.7337; 0.0557; 0.0470; 0.0497;5794985.7109; 599547.1467;    130.2815; 0.0356; 0.0481; 0.0648; 2.4489; 0.0107;    NaN;   0.88;   56.7673;   -3.7392;   -2.4074;  -12.8492;    0.0000;    0.0000
PTBB;2023;09;02;00;24;00.00; 9; 6; 9;11; 0; 0;  0.25;  0.06;  0.01;  0.00;  0.00;3844059.7503; 709661.4880;5023129.7300; 0.0497; 0.0422; 0.0444;5794985.7130; 599547.1507;    130.2753; 0.0318; 0.0432; 0.0578; 2.4494; 0.0096;    NaN;   0.81;   56.7646;   -3.7391;   -2.4074;  -12.8492;    0.0000;    0.0000
PTBB;2023;09;02;00;24;30.00; 9; 6; 9;11; 0; 0;  0.24;  0.07;  0.01;  0.00;  0.00;3844059.7467; 709661.4910;5023129.7306; 0.0498; 0.0426; 0.0444;5794985.7157; 599547.1542;    130.2739; 0.0318; 0.0436; 0.0579; 2.4496; 0.0096;    NaN;   0.83;   56.7723;   -3.7389;   -2.4074;  -12.8492;    0.0000;    0.0000
PTBB;2023;09;02;00;25;00.00; 9; 6; 9;11; 0; 0;  0.24;  0.08;  0.01;  0.00;  0.00;3844059.7449; 709661.4934;5023129.7304; 0.0572; 0.0492; 0.0510;5794985.7167; 599547.1569;    130.2730; 0.0365; 0.0504; 0.0665; 2.4498; 0.0109;    NaN;   0.98;   56.7749;   -3.7387;   -2.4074;  -12.8490;    0.0000;    0.0000
PTBB;2023;09;02;00;25;30.00; 9; 6; 9;11; 0; 0;  0.24;  0.07;  0.01;  0.00;  0.00;3844059.7396; 709661.4976;5023129.7269; 0.0564; 0.0489; 0.0503;5794985.7182; 599547.1619;    130.2675; 0.0360; 0.0501; 0.0656; 2.4502; 0.0107;    NaN;   1.00;   56.7795;   -3.7386;   -2.4073;  -12.8488;    0.0000;    0.0000
PTBB;2023;09;02;00;26;00.00; 9; 6; 9;11; 0; 0;  0.24;  0.06;  0.01;  0.00;  0.00;3844059.7365; 709661.5022;5023129.7258; 0.0477; 0.0416; 0.0425;5794985.7194; 599547.1669;    130.2653; 0.0304; 0.0426; 0.0554; 2.4505; 0.0090;    NaN;   0.86;   56.7783;   -3.7385;   -2.4072;  -12.8488;    0.0000;    0.0000
PTBB;2023;09;02;00;26;30.00; 9; 6; 9;11; 0; 0;  0.24;  0.05;  0.01;  0.00;  0.00;3844059.7350; 709661.5049;5023129.7243; 0.0388; 0.0340; 0.0345;5794985.7193; 599547.1699;    130.2635; 0.0247; 0.0349; 0.0450; 2.4511; 0.0073;    NaN;   0.72;   56.7754;   -3.7386;   -2.4071;  -12.8487;    0.0000;    0.0000
PTBB;2023;09;02;00;27;00.00; 9; 6; 9;11; 0; 0;  0.24;  0.05;  0.01;  0.00;  0.00;3844059.7319; 709661.5087;5023129.7239; 0.0405; 0.0358; 0.0361;5794985.7210; 599547.1741;    130.2617; 0.0258; 0.0367; 0.0470; 2.4515; 0.0076;    NaN;   0.77;   56.7719;   -3.7389;   -2.4070;  -12.8487;    0.0000;    0.0000
PTBB;2023;09;02;00;27;30.00; 9; 6; 9;11; 0; 0;  0.24;  0.07;  0.01;  0.00;  0.00;3844059.7279; 709661.5166;5023129.7243; 0.0525; 0.0467; 0.0467;5794985.7235; 599547.1826;    130.2605; 0.0334; 0.0479; 0.0609; 2.4514; 0.0099;    NaN;   1.03;   56.7791;   -3.7387;   -2.4068;  -12.8487;    0.0000;    0.0000
PTBB;2023;09;02;00;28;00.00; 9; 6; 9;11; 0; 0;  0.24;  0.05;  0.01;  0.00;  0.00;3844059.7287; 709661.5171;5023129.7245; 0.0366; 0.0328; 0.0325;5794985.7228; 599547.1830;    130.2612; 0.0233; 0.0336; 0.0424; 2.4516; 0.0069;    NaN;   0.73;   56.7735;   -3.7388;   -2.4068;  -12.8488;    0.0000;    0.0000
PTBB;2023;09;02;00;28;30.00; 9; 6; 8;11; 0; 0;  0.26;  0.06;  0.01;  0.00;  0.00;3844059.7323; 709661.5166;5023129.7272; 0.0444; 0.0399; 0.0395;5794985.7218; 599547.1819;    130.2654; 0.0282; 0.0410; 0.0515; 2.4513; 0.0084;    NaN;   0.91;   56.7757;   -3.7387;   -2.4067;  -12.8489;    0.0000;    0.0000
PTBB;2023;09;02;00;29;00.00; 8; 6; 9;11; 0; 0;  0.28;  0.05;  0.01;  0.00;  0.00;3844059.7322; 709661.5198;5023129.7293; 0.0399; 0.0360; 0.0356;5794985.7227; 599547.1850;    130.2674; 0.0253; 0.0369; 0.0464; 2.4511; 0.0076;    NaN;   0.84;   56.7788;   -3.7387;   -2.4066;  -12.8489;    0.0000;    0.0000
PTBB;2023;09;02;00;29;30.00; 9; 6; 9;11; 0; 0;  0.24;  0.06;  0.01;  0.00;  0.00;3844059.7361; 709661.5208;5023129.7318; 0.0449; 0.0406; 0.0400;5794985.7211; 599547.1853;    130.2719; 0.0283; 0.0416; 0.0522; 2.4508; 0.0086;    NaN;   0.96;   56.7871;   -3.7388;   -2.4067;  -12.8489;    0.0000;    0.0000
PTBB;2023;09;02;00;30;00.00; 9; 6; 9;11; 0; 0;  0.24;  0.06;  0.01;  0.00;  0.00;3844059.7374; 709661.5225;5023129.7327; 0.0461; 0.0419; 0.0412;5794985.7204; 599547.1868;    130.2736; 0.0290; 0.0430; 0.0538; 2.4507; 0.0090;    NaN;   1.01;   56.7873;   -3.7388;   -2.4067;  -12.8488;    0.0000;    0.0000
PTBB;2023;09;02;00;30;30.00; 9; 6; 8;11; 0; 0;  0.26;  0.05;  0.01;  0.00;  0.00;3844059.7378; 709661.5227;5023129.7329; 0.0375; 0.0341; 0.0335;5794985.7202; 599547.1869;    130.2739; 0.0235; 0.0350; 0.0438; 2.4508; 0.0074;    NaN;   0.84;   56.7903;   -3.7389;   -2.4067;  -12.8488;    0.0000;    0.0000
PTBB;2023;09;02;00;31;00.00; 9; 6; 8;11; 0; 0;  0.26;  0.05;  0.01;  0.00;  0.00;3844059.7399; 709661.5213;5023129.7317; 0.0385; 0.0352; 0.0345;5794985.7180; 599547.1851;    130.2740; 0.0241; 0.0361; 0.0450; 2.4509; 0.0076;    NaN;   0.88;   56.7815;   -3.7388;   -2.4067;  -12.8489;    0.0000;    0.0000
PTBB;2023;09;02;00;31;30.00; 9; 6; 8;11; 0; 0;  0.26;  0.06;  0.01;  0.00;  0.00;3844059.7371; 709661.5233;5023129.7297; 0.0433; 0.0397; 0.0388;5794985.7187; 599547.1876;    130.2710; 0.0270; 0.0407; 0.0507; 2.4515; 0.0086;    NaN;   1.01;   56.7840;   -3.7388;   -2.4067;  -12.8488;    0.0000;    0.0000
PTBB;2023;09;02;00;32;00.00; 9; 6; 8;11; 0; 0;  0.26;  0.06;  0.01;  0.00;  0.00;3844059.7352; 709661.5247;5023129.7280; 0.0398; 0.0366; 0.0358;5794985.7189; 599547.1893;    130.2687; 0.0248; 0.0376; 0.0467; 2.4519; 0.0080;    NaN;   0.94;   56.7771;   -3.7388;   -2.4067;  -12.8488;    0.0000;    0.0000
PTBB;2023;09;02;00;32;30.00; 9; 6; 8;11; 0; 0;  0.26;  0.05;  0.01;  0.00;  0.00;3844059.7328; 709661.5262;5023129.7274; 0.0353; 0.0326; 0.0318;5794985.7203; 599547.1912;    130.2669; 0.0219; 0.0334; 0.0415; 2.4524; 0.0072;    NaN;   0.85;   56.7732;   -3.7387;   -2.4066;  -12.8488;    0.0000;    0.0000
PTBB;2023;09;02;00;33;00.00; 8; 6; 8;11; 0; 0;  0.34;  0.06;  0.01;  0.00;  0.00;3844059.7297; 709661.5307;5023129.7266; 0.0398; 0.0368; 0.0359;5794985.7217; 599547.1962;    130.2650; 0.0246; 0.0378; 0.0468; 2.4525; 0.0082;    NaN;   0.98;   56.7697;   -3.7386;   -2.4066;  -12.8489;    0.0000;    0.0000
