Stat;YY  ;MM;DD;hh;mm;ss   ;nG;nR;nE;nC;nJ;nS;PDop  ;TDop  ;HDop  ;VDop  ;GDop  ;RecX        ;RecY        ;RecZ        ;RecmX  ;RecmY  ;RecmZ  ;RecN        ;RecE        ;RecU        ;RecmN  ;RecmE  ;RecmU  ;ZTD    ;mZTD   ;  ExZTD;  m0   ;   RecClkG;   RecClkR;  RecClkE;   RecClkC;   RecClkJ;  RecClkS
PTBB;2023;09;01;00;05;00.00; 7; 8; 6;12; 0; 0;  0.34;  0.39;  0.05;  0.03;  0.02;3844059.3133; 709661.3165;5023129.6817; 0.3272; 0.2136; 0.3717;5794986.0460; 599547.0546;    129.9552; 0.2383; 0.2141; 0.4338; 2.4002; 0.0530;    NaN;   1.18;   56.1481;   -3.4614;   -2.1519;  -12.7478;    0.0000;    0.0000
PTBB;2023;09;01;00;05;30.00; 7; 8; 6;12; 0; 0;  0.34;  0.37;  0.04;  0.02;  0.02;3844059.2965; 709661.3695;5023129.6723; 0.3095; 0.2040; 0.3472;5794986.0469; 599547.1098;    129.9435; 0.2234; 0.2048; 0.4076; 2.4004; 0.0524;    NaN;   1.19;   56.1364;   -3.4627;   -2.1510;  -12.7481;    0.0000;    0.0000
PTBB;2023;09;01;00;06;00.00; 7; 8; 6;12; 0; 0;  0.34;  0.33;  0.03;  0.02;  0.02;3844059.3355; 709661.4318;5023129.6431; 0.2718; 0.1810; 0.3015;5794985.9909; 599547.1650;    129.9508; 0.1945; 0.1818; 0.3559; 2.4026; 0.0479;    NaN;   1.11;   56.1076;   -3.4616;   -2.1511;  -12.7492;    0.0000;    0.0000
PTBB;2023;09;01;00;06;30.00; 7; 8; 6;12; 0; 0;  0.34;  0.39;  0.03;  0.02;  0.02;3844059.3844; 709661.3961;5023129.6337; 0.3211; 0.2160; 0.3525;5794985.9513; 599547.1219;    129.9688; 0.2277; 0.2172; 0.4183; 2.4020; 0.0587;    NaN;   1.38;   56.1290;   -3.4609;   -2.1519;  -12.7496;    0.0000;    0.0000
PTBB;2023;09;01;00;07;00.00; 7; 8; 6;12; 0; 0;  0.34;  0.27;  0.02;  0.01;  0.01;3844059.4150; 709661.3969;5023129.5994; 0.2182; 0.1483; 0.2373;5794985.9063; 599547.1180;    129.9602; 0.1534; 0.1493; 0.2830; 2.4015; 0.0411;    NaN;   0.99;   56.1173;   -3.4601;   -2.1512;  -12.7489;    0.0000;    0.0000
PTBB;2023;09;01;00;07;30.00; 7; 8; 6;12; 0; 0;  0.34;  0.27;  0.02;  0.01;  0.01;3844059.4861; 709661.4084;5023129.6259; 0.2188; 0.1502; 0.2360;5794985.8656; 599547.1172;    130.0252; 0.1528; 0.1513; 0.2827; 2.4006; 0.0424;    NaN;   1.05;   56.1508;   -3.4602;   -2.1515;  -12.7482;    0.0000;    0.0000
PTBB;2023;09;01;00;08;00.00; 7; 8; 6;12; 0; 0;  0.34;  0.21;  0.01;  0.01;  0.01;3844059.5158; 709661.4023;5023129.6201; 0.1662; 0.1152; 0.1779;5794985.8396; 599547.1064;    130.0377; 0.1152; 0.1162; 0.2139; 2.4006; 0.0330;    NaN;   0.84;   56.1500;   -3.4607;   -2.1516;  -12.7481;    0.0000;    0.0000
PTBB;2023;09;01;00;08;30.00; 7; 8; 6;12; 0; 0;  0.34;  0.24;  0.02;  0.01;  0.01;3844059.5717; 709661.3994;5023129.6340; 0.1930; 0.1353; 0.2051;5794985.8048; 599547.0941;    130.0821; 0.1328; 0.1365; 0.2477; 2.3979; 0.0391;    NaN;   1.02;   56.1901;   -3.4603;   -2.1511;  -12.7473;    0.0000;    0.0000
PTBB;2023;09;01;00;09;00.00; 7; 8; 6;12; 0; 0;  0.33;  0.31;  0.02;  0.01;  0.01;3844059.5539; 709661.4053;5023129.6513; 0.2476; 0.1753; 0.2614;5794985.8285; 599547.1026;    130.0858; 0.1690; 0.1771; 0.3169; 2.3967; 0.0511;    NaN;   1.37;   56.2062;   -3.4606;   -2.1508;  -12.7472;    0.0000;    0.0000
PTBB;2023;09;01;00;09;30.00; 7; 8; 6;12; 0; 0;  0.33;  0.19;  0.01;  0.01;  0.01;3844059.5588; 709661.4335;5023129.6584; 0.1530; 0.1095; 0.1606;5794985.8255; 599547.1295;    130.0975; 0.1037; 0.1107; 0.1954; 2.3949; 0.0321;    NaN;   0.89;   56.2195;   -3.4605;   -2.1507;  -12.7471;    0.0000;    0.0000
PTBB;2023;09;01;00;10;00.00; 7; 8; 6;13; 0; 0;  0.32;  0.20;  0.01;  0.01;  0.01;3844059.5775; 709661.4508;5023129.6572; 0.1558; 0.1127; 0.1627;5794985.8081; 599547.1435;    130.1096; 0.1049; 0.1140; 0.1986; 2.3940; 0.0332;    NaN;   0.95;   56.2149;   -3.4599;   -2.1507;  -12.7472;    0.0000;    0.0000
PTBB;2023;09;01;00;10;30.00; 7; 7; 6;13; 0; 0;  0.36;  0.24;  0.02;  0.01;  0.01;3844059.5543; 709661.4610;5023129.6429; 0.1859; 0.1359; 0.1932;5794985.8161; 599547.1576;    130.0855; 0.1243; 0.1374; 0.2367; 2.3953; 0.0402;    NaN;   1.18;   56.1883;   -3.4599;   -2.1507;  -12.7471;    0.0000;    0.0000
PTBB;2023;09;01;00;11;00.00; 7; 7; 6;13; 0; 0;  0.36;  0.24;  0.02;  0.01;  0.01;3844059.5508; 709661.4593;5023129.6385; 0.1876; 0.1384; 0.1941;5794985.8164; 599547.1566;    130.0797; 0.1246; 0.1401; 0.2385; 2.3960; 0.0412;    NaN;   1.25;   56.1937;   -3.4598;   -2.1509;  -12.7472;    0.0000;    0.0000
PTBB;2023;09;01;00;11;30.00; 7; 8; 6;12; 0; 0;  0.33;  0.19;  0.01;  0.01;  0.01;3844059.5456; 709661.4629;5023129.6288; 0.1473; 0.1097; 0.1519;5794985.8141; 599547.1610;    130.0694; 0.0972; 0.1111; 0.1871; 2.3965; 0.0328;    NaN;   1.02;   56.1998;   -3.4593;   -2.1513;  -12.7464;    0.0000;    0.0000
PTBB;2023;09;01;00;12;00.00; 7; 8; 6;12; 0; 0;  0.33;  0.19;  0.01;  0.01;  0.01;3844059.5535; 709661.4644;5023129.6381; 0.1490; 0.1121; 0.1531;5794985.8134; 599547.1611;    130.0816; 0.0978; 0.1135; 0.1891; 2.3963; 0.0336;    NaN;   1.08;   56.2196;   -3.4592;   -2.1516;  -12.7460;    0.0000;    0.0000
PTBB;2023;09;01;00;12;30.00; 7; 8; 6;12; 0; 0;  0.33;  0.17;  0.01;  0.01;  0.01;3844059.5681; 709661.4784;5023129.6363; 0.1339; 0.1017; 0.1372;5794985.7992; 599547.1725;    130.0906; 0.0874; 0.1030; 0.1698; 2.3963; 0.0305;    NaN;   1.01;   56.2433;   -3.4585;   -2.1516;  -12.7457;    0.0000;    0.0000
PTBB;2023;09;01;00;13;00.00; 7; 8; 6;12; 0; 0;  0.38;  0.19;  0.01;  0.01;  0.01;3844059.5779; 709661.4720;5023129.6351; 0.1426; 0.1093; 0.1457;5794985.7916; 599547.1647;    130.0948; 0.0926; 0.1108; 0.1807; 2.3953; 0.0328;    NaN;   1.12;   56.2542;   -3.4582;   -2.1512;  -12.7456;    0.0000;    0.0000
PTBB;2023;09;01;00;13;30.00; 7; 8; 6;12; 0; 0;  0.38;  0.19;  0.01;  0.01;  0.01;3844059.5725; 709661.4855;5023129.6364; 0.1473; 0.1140; 0.1502;5794985.7950; 599547.1788;    130.0940; 0.0953; 0.1156; 0.1866; 2.3949; 0.0341;    NaN;   1.20;   56.2505;   -3.4579;   -2.1511;  -12.7455;    0.0000;    0.0000
PTBB;2023;09;01;00;14;00.00; 7; 8; 6;12; 0; 0;  0.38;  0.18;  0.01;  0.01;  0.01;3844059.5878; 709661.5002;5023129.6414; 0.1380; 0.1078; 0.1403;5794985.7842; 599547.1907;    130.1088; 0.0888; 0.1093; 0.1746; 2.3930; 0.0322;    NaN;   1.17;   56.2624;   -3.4583;   -2.1512;  -12.7455;    0.0000;    0.0000
PTBB;2023;09;01;00;14;30.00; 7; 8; 6;12; 0; 0;  0.38;  0.15;  0.01;  0.01;  0.00;3844059.5883; 709661.5069;5023129.6312; 0.1116; 0.0880; 0.1132;5794985.7768; 599547.1974;    130.1018; 0.0715; 0.0893; 0.1411; 2.3929; 0.0262;    NaN;   0.98;   56.2558;   -3.4584;   -2.1510;  -12.7454;    0.0000;    0.0000
PTBB;2023;09;01;00;15;00.00; 7; 8; 6;12; 0; 0;  0.38;  0.16;  0.01;  0.01;  0.01;3844059.5875; 709661.5272;5023129.6371; 0.1199; 0.0955; 0.1215;5794985.7785; 599547.2174;    130.1082; 0.0766; 0.0969; 0.1517; 2.3915; 0.0283;    NaN;   1.09;   56.2796;   -3.4585;   -2.1511;  -12.7451;    0.0000;    0.0000
PTBB;2023;09;01;00;15;30.00; 7; 8; 6;12; 0; 0;  0.38;  0.15;  0.01;  0.01;  0.00;3844059.5892; 709661.5364;5023129.6350; 0.1105; 0.0887; 0.1117;5794985.7747; 599547.2262;    130.1086; 0.0704; 0.0901; 0.1396; 2.3909; 0.0262;    NaN;   1.05;   56.2940;   -3.4587;   -2.1511;  -12.7448;    0.0000;    0.0000
PTBB;2023;09;01;00;16;00.00; 7; 8; 6;12; 0; 0;  0.38;  0.16;  0.01;  0.01;  0.01;3844059.5848; 709661.5383;5023129.6258; 0.1201; 0.0974; 0.1213;5794985.7723; 599547.2289;    130.0989; 0.0763; 0.0989; 0.1518; 2.3918; 0.0286;    NaN;   1.18;   56.2975;   -3.4587;   -2.1512;  -12.7445;    0.0000;    0.0000
PTBB;2023;09;01;00;16;30.00; 7; 8; 6;12; 0; 0;  0.38;  0.15;  0.01;  0.01;  0.00;3844059.5908; 709661.5409;5023129.6298; 0.1073; 0.0877; 0.1082;5794985.7697; 599547.2304;    130.1060; 0.0679; 0.0891; 0.1355; 2.3913; 0.0257;    NaN;   1.09;   56.3007;   -3.4588;   -2.1514;  -12.7444;    0.0000;    0.0000
PTBB;2023;09;01;00;17;00.00; 7; 8; 6;12; 0; 0;  0.38;  0.11;  0.01;  0.00;  0.00;3844059.5996; 709661.5368;5023129.6344; 0.0799; 0.0659; 0.0805;5794985.7662; 599547.2249;    130.1145; 0.0505; 0.0670; 0.1009; 2.3914; 0.0192;    NaN;   0.84;   56.3136;   -3.4587;   -2.1512;  -12.7444;    0.0000;    0.0000
PTBB;2023;09;01;00;17;30.00; 7; 8; 6;12; 0; 0;  0.37;  0.13;  0.01;  0.00;  0.00;3844059.6076; 709661.5257;5023129.6364; 0.0984; 0.0819; 0.0990;5794985.7626; 599547.2126;    130.1196; 0.0620; 0.0833; 0.1242; 2.3914; 0.0237;    NaN;   1.07;   56.3102;   -3.4581;   -2.1510;  -12.7446;    0.0000;    0.0000
PTBB;2023;09;01;00;18;00.00; 7; 8; 6;12; 0; 0;  0.37;  0.12;  0.01;  0.00;  0.00;3844059.6182; 709661.5260;5023129.6403; 0.0894; 0.0751; 0.0898;5794985.7567; 599547.2111;    130.1291; 0.0562; 0.0763; 0.1127; 2.3912; 0.0216;    NaN;   1.01;   56.3122;   -3.4580;   -2.1508;  -12.7447;    0.0000;    0.0000
PTBB;2023;09;01;00;18;30.00; 7; 8; 6;12; 0; 0;  0.37;  0.13;  0.01;  0.00;  0.00;3844059.6269; 709661.5333;5023129.6504; 0.0943; 0.0798; 0.0945;5794985.7551; 599547.2167;    130.1431; 0.0592; 0.0811; 0.1187; 2.3909; 0.0227;    NaN;   1.10;   56.3095;   -3.4583;   -2.1506;  -12.7448;    0.0000;    0.0000
PTBB;2023;09;01;00;19;00.00; 7; 8; 6;12; 0; 0;  0.37;  0.13;  0.01;  0.00;  0.00;3844059.6328; 709661.5391;5023129.6572; 0.0966; 0.0825; 0.0967;5794985.7539; 599547.2214;    130.1527; 0.0606; 0.0838; 0.1217; 2.3905; 0.0233;    NaN;   1.17;   56.3276;   -3.4580;   -2.1506;  -12.7447;    0.0000;    0.0000
PTBB;2023;09;01;00;19;30.00; 7; 8; 6;12; 0; 0;  0.37;  0.09;  0.01;  0.00;  0.00;3844059.6416; 709661.5384;5023129.6628; 0.0672; 0.0578; 0.0672;5794985.7505; 599547.2192;    130.1623; 0.0421; 0.0588; 0.0845; 2.3908; 0.0162;    NaN;   0.84;   56.3381;   -3.4582;   -2.1506;  -12.7449;    0.0000;    0.0000
PTBB;2023;09;01;00;20;00.00; 7; 8; 6;12; 0; 0;  0.37;  0.11;  0.01;  0.00;  0.00;3844059.6487; 709661.5400;5023129.6697; 0.0784; 0.0681; 0.0783;5794985.7490; 599547.2195;    130.1723; 0.0490; 0.0692; 0.0986; 2.3903; 0.0190;    NaN;   1.01;   56.3575;   -3.4583;   -2.1507;  -12.7449;    0.0000;    0.0000
PTBB;2023;09;01;00;20;30.00; 7; 8; 6;12; 0; 0;  0.37;  0.10;  0.01;  0.00;  0.00;3844059.6493; 709661.5455;5023129.6735; 0.0715; 0.0626; 0.0714;5794985.7502; 599547.2248;    130.1762; 0.0446; 0.0636; 0.0899; 2.3896; 0.0173;    NaN;   0.95;   56.3693;   -3.4582;   -2.1509;  -12.7447;    0.0000;    0.0000
PTBB;2023;09;01;00;21;00.00; 7; 8; 6;12; 0; 0;  0.37;  0.09;  0.01;  0.00;  0.00;3844059.6539; 709661.5473;5023129.6757; 0.0639; 0.0564; 0.0637;5794985.7477; 599547.2257;    130.1809; 0.0399; 0.0574; 0.0803; 2.3892; 0.0155;    NaN;   0.88;   56.3756;   -3.4579;   -2.1511;  -12.7447;    0.0000;    0.0000
PTBB;2023;09;01;00;21;30.00; 8; 8; 6;12; 0; 0;  0.28;  0.11;  0.01;  0.00;  0.00;3844059.6534; 709661.5463;5023129.6777; 0.0765; 0.0682; 0.0763;5794985.7494; 599547.2249;    130.1821; 0.0477; 0.0693; 0.0961; 2.3900; 0.0185;    NaN;   1.08;   56.3808;   -3.4575;   -2.1511;  -12.7448;    0.0000;    0.0000
PTBB;2023;09;01;00;22;00.00; 8; 8; 6;12; 0; 0;  0.28;  0.09;  0.01;  0.00;  0.00;3844059.6559; 709661.5467;5023129.6775; 0.0648; 0.0582; 0.0645;5794985.7473; 599547.2248;    130.1835; 0.0404; 0.0592; 0.0813; 2.3904; 0.0157;    NaN;   0.95;   56.3875;   -3.4574;   -2.1513;  -12.7447;    0.0000;    0.0000
PTBB;2023;09;01;00;22;30.00; 8; 8; 6;12; 0; 0;  0.28;  0.11;  0.01;  0.00;  0.00;3844059.6611; 709661.5482;5023129.6789; 0.0748; 0.0677; 0.0744;5794985.7439; 599547.2254;    130.1879; 0.0466; 0.0689; 0.0938; 2.3904; 0.0181;    NaN;   1.12;   56.3818;   -3.4577;   -2.1511;  -12.7448;    0.0000;    0.0000
PTBB;2023;09;01;00;23;00.00; 8; 8; 6;12; 0; 0;  0.28;  0.11;  0.01;  0.00;  0.00;3844059.6671; 709661.5456;5023129.6798; 0.0739; 0.0675; 0.0734;5794985.7401; 599547.2219;    130.1919; 0.0460; 0.0686; 0.0926; 2.3904; 0.0178;    NaN;   1.14;   56.3947;   -3.4575;   -2.1510;  -12.7450;    0.0000;    0.0000
PTBB;2023;09;01;00;23;30.00; 8; 8; 6;12; 0; 0;  0.28;  0.11;  0.01;  0.00;  0.00;3844059.6699; 709661.5446;5023129.6777; 0.0762; 0.0700; 0.0756;5794985.7368; 599547.2204;    130.1918; 0.0474; 0.0713; 0.0954; 2.3905; 0.0183;    NaN;   1.21;   56.4006;   -3.4575;   -2.1511;  -12.7450;    0.0000;    0.0000
PTBB;2023;09;01;00;24;00.00; 8; 7; 6;12; 0; 0;  0.30;  0.10;  0.01;  0.00;  0.00;3844059.6728; 709661.5465;5023129.6774; 0.0679; 0.0628; 0.0673;5794985.7341; 599547.2218;    130.1935; 0.0421; 0.0639; 0.0849; 2.3908; 0.0164;    NaN;   1.11;   56.4067;   -3.4575;   -2.1511;  -12.7451;    0.0000;    0.0000
PTBB;2023;09;01;00;24;30.00; 8; 7; 6;12; 0; 0;  0.30;  0.09;  0.01;  0.00;  0.00;3844059.6752; 709661.5476;5023129.6765; 0.0650; 0.0605; 0.0643;5794985.7315; 599547.2225;    130.1944; 0.0403; 0.0616; 0.0813; 2.3908; 0.0157;    NaN;   1.09;   56.4086;   -3.4574;   -2.1511;  -12.7452;    0.0000;    0.0000
PTBB;2023;09;01;00;25;00.00; 8; 7; 6;12; 0; 0;  0.30;  0.10;  0.01;  0.00;  0.00;3844059.6855; 709661.5427;5023129.6779; 0.0663; 0.0622; 0.0657;5794985.7250; 599547.2159;    130.2012; 0.0411; 0.0632; 0.0830; 2.3904; 0.0160;    NaN;   1.15;   56.4200;   -3.4575;   -2.1511;  -12.7451;    0.0000;    0.0000
PTBB;2023;09;01;00;25;30.00; 8; 7; 6;12; 0; 0;  0.30;  0.11;  0.01;  0.00;  0.00;3844059.6924; 709661.5369;5023129.6783; 0.0752; 0.0709; 0.0744;5794985.7205; 599547.2090;    130.2050; 0.0465; 0.0721; 0.0940; 2.3902; 0.0182;    NaN;   1.33;   56.4207;   -3.4576;   -2.1510;  -12.7453;    0.0000;    0.0000
PTBB;2023;09;01;00;26;00.00; 8; 7; 6;12; 0; 0;  0.30;  0.10;  0.01;  0.00;  0.00;3844059.6924; 709661.5340;5023129.6759; 0.0654; 0.0621; 0.0646;5794985.7194; 599547.2063;    130.2028; 0.0404; 0.0631; 0.0818; 2.3904; 0.0158;    NaN;   1.19;   56.4134;   -3.4575;   -2.1510;  -12.7454;    0.0000;    0.0000
PTBB;2023;09;01;00;26;30.00; 8; 7; 6;12; 0; 0;  0.30;  0.10;  0.01;  0.00;  0.00;3844059.6982; 709661.5279;5023129.6748; 0.0670; 0.0640; 0.0662;5794985.7150; 599547.1993;    130.2048; 0.0413; 0.0651; 0.0837; 2.3902; 0.0162;    NaN;   1.25;   56.4100;   -3.4574;   -2.1510;  -12.7455;    0.0000;    0.0000
PTBB;2023;09;01;00;27;00.00; 8; 7; 6;12; 0; 0;  0.30;  0.07;  0.01;  0.00;  0.00;3844059.7030; 709661.5241;5023129.6749; 0.0483; 0.0464; 0.0477;5794985.7118; 599547.1948;    130.2072; 0.0298; 0.0473; 0.0604; 2.3899; 0.0117;    NaN;   0.93;   56.4076;   -3.4569;   -2.1510;  -12.7455;    0.0000;    0.0000
PTBB;2023;09;01;00;27;30.00; 8; 7; 6;12; 0; 0;  0.30;  0.08;  0.01;  0.00;  0.00;3844059.7080; 709661.5271;5023129.6784; 0.0525; 0.0507; 0.0518;5794985.7096; 599547.1968;    130.2134; 0.0323; 0.0516; 0.0655; 2.3894; 0.0127;    NaN;   1.03;   56.4081;   -3.4568;   -2.1510;  -12.7456;    0.0000;    0.0000
PTBB;2023;09;01;00;28;00.00; 8; 7; 6;12; 0; 0;  0.30;  0.08;  0.01;  0.00;  0.00;3844059.7095; 709661.5292;5023129.6802; 0.0511; 0.0497; 0.0504;5794985.7093; 599547.1987;    130.2159; 0.0315; 0.0506; 0.0638; 2.3887; 0.0124;    NaN;   1.03;   56.4057;   -3.4570;   -2.1510;  -12.7455;    0.0000;    0.0000
PTBB;2023;09;01;00;28;30.00; 8; 7; 6;12; 0; 0;  0.30;  0.08;  0.01;  0.00;  0.00;3844059.7151; 709661.5298;5023129.6840; 0.0509; 0.0498; 0.0501;5794985.7072; 599547.1983;    130.2224; 0.0314; 0.0506; 0.0635; 2.3879; 0.0123;    NaN;   1.05;   56.4077;   -3.4571;   -2.1509;  -12.7455;    0.0000;    0.0000
PTBB;2023;09;01;00;29;00.00; 8; 7; 6;12; 0; 0;  0.30;  0.07;  0.01;  0.00;  0.00;3844059.7196; 709661.5284;5023129.6865; 0.0486; 0.0477; 0.0477;5794985.7053; 599547.1961;    130.2269; 0.0299; 0.0485; 0.0605; 2.3873; 0.0117;    NaN;   1.02;   56.4126;   -3.4571;   -2.1507;  -12.7455;    0.0000;    0.0000
PTBB;2023;09;01;00;29;30.00; 8; 7; 6;12; 0; 0;  0.30;  0.09;  0.01;  0.00;  0.00;3844059.7205; 709661.5279;5023129.6878; 0.0564; 0.0557; 0.0553;5794985.7055; 599547.1955;    130.2284; 0.0347; 0.0566; 0.0701; 2.3869; 0.0136;    NaN;   1.22;   56.4110;   -3.4571;   -2.1506;  -12.7455;    0.0000;    0.0000
PTBB;2023;09;01;00;30;00.00; 8; 7; 6;12; 0; 0;  0.30;  0.09;  0.01;  0.00;  0.00;3844059.7210; 709661.5265;5023129.6892; 0.0562; 0.0558; 0.0550;5794985.7062; 599547.1940;    130.2297; 0.0346; 0.0567; 0.0698; 2.3868; 0.0135;    NaN;   1.24;   56.4117;   -3.4571;   -2.1505;  -12.7455;    0.0000;    0.0000
PTBB;2023;09;01;00;30;30.00; 9; 7; 6;12; 0; 0;  0.27;  0.09;  0.01;  0.00;  0.00;3844059.7198; 709661.5287;5023129.6912; 0.0561; 0.0560; 0.0548;5794985.7080; 599547.1963;    130.2308; 0.0346; 0.0569; 0.0697; 2.3867; 0.0135;    NaN;   1.27;   56.4210;   -3.4571;   -2.1506;  -12.7453;    0.0000;    0.0000
PTBB;2023;09;01;00;31;00.00; 8; 7; 6;12; 0; 0;  0.30;  0.06;  0.01;  0.00;  0.00;3844059.7200; 709661.5293;5023129.6941; 0.0390; 0.0390; 0.0380;5794985.7096; 599547.1968;    130.2332; 0.0240; 0.0397; 0.0483; 2.3863; 0.0093;    NaN;   0.90;   56.4199;   -3.4572;   -2.1506;  -12.7453;    0.0000;    0.0000
PTBB;2023;09;01;00;31;30.00; 8; 7; 6;12; 0; 0;  0.30;  0.07;  0.01;  0.00;  0.00;3844059.7180; 709661.5325;5023129.6946; 0.0426; 0.0429; 0.0414;5794985.7111; 599547.2003;    130.2328; 0.0262; 0.0436; 0.0527; 2.3861; 0.0102;    NaN;   1.00;   56.4181;   -3.4572;   -2.1506;  -12.7452;    0.0000;    0.0000
PTBB;2023;09;01;00;32;00.00; 8; 7; 6;12; 0; 0;  0.30;  0.08;  0.01;  0.00;  0.00;3844059.7217; 709661.5313;5023129.6973; 0.0500; 0.0506; 0.0486;5794985.7099; 599547.1985;    130.2370; 0.0308; 0.0515; 0.0619; 2.3856; 0.0119;    NaN;   1.21;   56.4232;   -3.4571;   -2.1507;  -12.7451;    0.0000;    0.0000
PTBB;2023;09;01;00;32;30.00; 7; 7; 6;12; 0; 0;  0.34;  0.06;  0.01;  0.00;  0.00;3844059.7234; 709661.5308;5023129.6990; 0.0413; 0.0419; 0.0402;5794985.7097; 599547.1977;    130.2394; 0.0254; 0.0427; 0.0511; 2.3856; 0.0099;    NaN;   1.02;   56.4164;   -3.4571;   -2.1506;  -12.7453;    0.0000;    0.0000
PTBB;2023;09;01;00;33;00.00; 8; 7; 6;12; 0; 0;  0.30;  0.06;  0.01;  0.00;  0.00;3844059.7241; 709661.5315;5023129.7004; 0.0389; 0.0397; 0.0378;5794985.7099; 599547.1982;    130.2409; 0.0239; 0.0403; 0.0482; 2.3854; 0.0094;    NaN;   0.98;   56.4212;   -3.4571;   -2.1507;  -12.7453;    0.0000;    0.0000
