Stat;YY  ;MM;DD;hh;mm;ss   ;nG;nR;nE;nC;nJ;nS;PDop  ;TDop  ;HDop  ;VDop  ;GDop  ;RecX        ;RecY        ;RecZ        ;RecmX  ;RecmY  ;RecmZ  ;RecN        ;RecE        ;RecU        ;RecmN  ;RecmE  ;RecmU  ;ZTD    ;mZTD   ;  ExZTD;  m0   ;   RecClkG;   RecClkR;  RecClkE;   RecClkC;   RecClkJ;  RecClkS
BOR1;2023;09;01;00;06;00.00; 8; 8; 7; 6; 0; 0;  0.26;  0.26;  0.02;  0.01;  0.01;3738357.9121;1148173.8898;5021815.7247; 0.2220; 0.1511; 0.2465;5793868.1455; 641456.3854;    124.0409; 0.1614; 0.1523; 0.2892; 2.4344; 0.0333;    NaN;   0.86; 2418.0405;    8.1882;    1.4482;   23.3920;    0.0000;    0.0000
BOR1;2023;09;01;00;06;30.00; 8; 8; 7; 6; 0; 0;  0.26;  0.21;  0.02;  0.01;  0.01;3738357.9256;1148173.8866;5021815.7284; 0.1799; 0.1239; 0.1978;5793868.1382; 641456.3785;    124.0511; 0.1298; 0.1252; 0.2331; 2.4360; 0.0276;    NaN;   0.74; 2418.0395;    8.1896;    1.4480;   23.3915;    0.0000;    0.0000
BOR1;2023;09;01;00;07;00.00; 8; 8; 7; 6; 0; 0;  0.26;  0.18;  0.01;  0.01;  0.01;3738357.9619;1148173.8851;5021815.7284; 0.1536; 0.1070; 0.1673;5793868.1107; 641456.3672;    124.0721; 0.1100; 0.1084; 0.1979; 2.4373; 0.0240;    NaN;   0.67; 2418.0436;    8.1897;    1.4488;   23.3907;    0.0000;    0.0000
BOR1;2023;09;01;00;07;30.00; 8; 8; 7; 6; 0; 0;  0.26;  0.17;  0.01;  0.01;  0.01;3738357.9730;1148173.8899;5021815.7534; 0.1439; 0.1014; 0.1552;5793868.1165; 641456.3684;    124.0992; 0.1023; 0.1030; 0.1844; 2.4365; 0.0227;    NaN;   0.66; 2418.0726;    8.1902;    1.4489;   23.3907;    0.0000;    0.0000
BOR1;2023;09;01;00;08;00.00; 8; 8; 7; 6; 0; 0;  0.26;  0.22;  0.02;  0.01;  0.01;3738357.9977;1148173.8745;5021815.7597; 0.1859; 0.1326; 0.1988;5793868.1046; 641456.3467;    124.1159; 0.1313; 0.1350; 0.2370; 2.4359; 0.0297;    NaN;   0.90; 2418.0942;    8.1899;    1.4489;   23.3913;    0.0000;    0.0000
BOR1;2023;09;01;00;08;30.00; 8; 8; 7; 6; 0; 0;  0.26;  0.18;  0.01;  0.01;  0.01;3738358.0121;1148173.8864;5021815.7678; 0.1474; 0.1065; 0.1564;5793868.0962; 641456.3542;    124.1328; 0.1035; 0.1087; 0.1870; 2.4356; 0.0237;    NaN;   0.75; 2418.1069;    8.1898;    1.4486;   23.3916;    0.0000;    0.0000
BOR1;2023;09;01;00;09;00.00; 8; 8; 7; 6; 0; 0;  0.26;  0.16;  0.01;  0.01;  0.01;3738358.0179;1148173.8687;5021815.7526; 0.1364; 0.0997; 0.1436;5793868.0861; 641456.3358;    124.1211; 0.0953; 0.1021; 0.1723; 2.4357; 0.0221;    NaN;   0.73; 2418.0856;    8.1898;    1.4484;   23.3914;    0.0000;    0.0000
BOR1;2023;09;01;00;09;30.00; 8; 8; 7; 6; 0; 0;  0.26;  0.16;  0.01;  0.01;  0.01;3738358.0221;1148173.8804;5021815.7640; 0.1300; 0.0962; 0.1358;5793868.0874; 641456.3457;    124.1346; 0.0903; 0.0987; 0.1634; 2.4349; 0.0211;    NaN;   0.73; 2418.1042;    8.1893;    1.4484;   23.3921;    0.0000;    0.0000
BOR1;2023;09;01;00;10;00.00; 8; 8; 7; 6; 0; 0;  0.26;  0.15;  0.01;  0.01;  0.01;3738358.0265;1148173.8782;5021815.7741; 0.1227; 0.0920; 0.1273;5793868.0907; 641456.3422;    124.1448; 0.0849; 0.0946; 0.1536; 2.4332; 0.0199;    NaN;   0.73; 2418.1123;    8.1897;    1.4479;   23.3923;    0.0000;    0.0000
BOR1;2023;09;01;00;10;30.00; 8; 8; 7; 6; 0; 0;  0.26;  0.17;  0.01;  0.01;  0.01;3738358.0257;1148173.8799;5021815.7881; 0.1384; 0.1050; 0.1426;5793868.0996; 641456.3438;    124.1557; 0.0954; 0.1082; 0.1724; 2.4325; 0.0225;    NaN;   0.86; 2418.1224;    8.1905;    1.4472;   23.3924;    0.0000;    0.0000
BOR1;2023;09;01;00;11;00.00; 8; 8; 7; 6; 0; 0;  0.26;  0.13;  0.01;  0.00;  0.01;3738358.0346;1148173.8697;5021815.7962; 0.1069; 0.0821; 0.1095;5793868.0997; 641456.3314;    124.1655; 0.0734; 0.0847; 0.1326; 2.4311; 0.0174;    NaN;   0.70; 2418.1339;    8.1908;    1.4471;   23.3924;    0.0000;    0.0000
BOR1;2023;09;01;00;11;30.00; 8; 8; 7; 6; 0; 0;  0.26;  0.15;  0.01;  0.01;  0.01;3738358.0533;1148173.8593;5021815.7951; 0.1284; 0.0999; 0.1307;5793868.0869; 641456.3164;    124.1737; 0.0879; 0.1032; 0.1587; 2.4299; 0.0208;    NaN;   0.88; 2418.1385;    8.1912;    1.4475;   23.3925;    0.0000;    0.0000
BOR1;2023;09;01;00;12;00.00; 8; 8; 7; 6; 0; 0;  0.26;  0.12;  0.01;  0.00;  0.00;3738358.0478;1148173.8723;5021815.7931; 0.1023; 0.0805; 0.1035;5793868.0872; 641456.3304;    124.1712; 0.0698; 0.0833; 0.1258; 2.4285; 0.0165;    NaN;   0.73; 2418.1436;    8.1914;    1.4475;   23.3925;    0.0000;    0.0000
BOR1;2023;09;01;00;12;30.00; 8; 8; 7; 6; 0; 0;  0.26;  0.13;  0.01;  0.00;  0.01;3738358.0555;1148173.8651;5021815.7995; 0.1118; 0.0890; 0.1125;5793868.0868; 641456.3213;    124.1795; 0.0761; 0.0923; 0.1370; 2.4288; 0.0180;    NaN;   0.83; 2418.1514;    8.1915;    1.4476;   23.3926;    0.0000;    0.0000
BOR1;2023;09;01;00;13;00.00; 8; 7; 7; 6; 0; 0;  0.28;  0.12;  0.01;  0.00;  0.01;3738358.0605;1148173.8601;5021815.8042; 0.1037; 0.0834; 0.1038;5793868.0868; 641456.3150;    124.1853; 0.0703; 0.0866; 0.1266; 2.4286; 0.0167;    NaN;   0.81; 2418.1592;    8.1914;    1.4477;   23.3926;    0.0000;    0.0000
BOR1;2023;09;01;00;13;30.00; 8; 7; 7; 6; 0; 0;  0.28;  0.11;  0.01;  0.00;  0.00;3738358.0744;1148173.8621;5021815.8068; 0.0913; 0.0743; 0.0910;5793868.0774; 641456.3131;    124.1958; 0.0618; 0.0772; 0.1111; 2.4288; 0.0147;    NaN;   0.74; 2418.1596;    8.1916;    1.4480;   23.3925;    0.0000;    0.0000
BOR1;2023;09;01;00;14;00.00; 8; 7; 7; 6; 0; 0;  0.28;  0.12;  0.01;  0.00;  0.00;3738358.0932;1148173.8661;5021815.8117; 0.1013; 0.0832; 0.1004;5793868.0652; 641456.3118;    124.2114; 0.0683; 0.0867; 0.1229; 2.4288; 0.0163;    NaN;   0.86; 2418.1616;    8.1914;    1.4483;   23.3926;    0.0000;    0.0000
BOR1;2023;09;01;00;14;30.00; 8; 7; 7; 6; 0; 0;  0.28;  0.11;  0.01;  0.00;  0.00;3738358.1067;1148173.8605;5021815.8152; 0.0898; 0.0745; 0.0886;5793868.0582; 641456.3027;    124.2210; 0.0604; 0.0777; 0.1085; 2.4285; 0.0144;    NaN;   0.79; 2418.1714;    8.1916;    1.4485;   23.3927;    0.0000;    0.0000
BOR1;2023;09;01;00;15;00.00; 7; 7; 6; 6; 0; 0;  0.37;  0.12;  0.01;  0.00;  0.01;3738358.1148;1148173.8698;5021815.8206; 0.1000; 0.0837; 0.0984;5793868.0534; 641456.3093;    124.2317; 0.0669; 0.0873; 0.1208; 2.4275; 0.0164;    NaN;   0.91; 2418.1819;    8.1917;    1.4486;   23.3926;    0.0000;    0.0000
BOR1;2023;09;01;00;15;30.00; 8; 7; 6; 6; 0; 0;  0.29;  0.12;  0.01;  0.00;  0.00;3738358.1126;1148173.8742;5021815.8201; 0.0947; 0.0798; 0.0929;5793868.0539; 641456.3141;    124.2309; 0.0631; 0.0833; 0.1143; 2.4274; 0.0158;    NaN;   0.90; 2418.1783;    8.1913;    1.4488;   23.3925;    0.0000;    0.0000
BOR1;2023;09;01;00;16;00.00; 8; 7; 6; 6; 0; 0;  0.29;  0.11;  0.01;  0.00;  0.00;3738358.1218;1148173.8703;5021815.8186; 0.0885; 0.0752; 0.0867;5793868.0468; 641456.3079;    124.2344; 0.0586; 0.0785; 0.1067; 2.4280; 0.0151;    NaN;   0.87; 2418.1797;    8.1916;    1.4490;   23.3924;    0.0000;    0.0000
BOR1;2023;09;01;00;16;30.00; 8; 7; 6; 6; 0; 0;  0.29;  0.10;  0.01;  0.00;  0.00;3738358.1263;1148173.8706;5021815.8194; 0.0804; 0.0688; 0.0786;5793868.0437; 641456.3070;    124.2376; 0.0531; 0.0719; 0.0970; 2.4283; 0.0139;    NaN;   0.82; 2418.1835;    8.1918;    1.4492;   23.3927;    0.0000;    0.0000
BOR1;2023;09;01;00;17;00.00; 8; 7; 6; 6; 0; 0;  0.29;  0.08;  0.01;  0.00;  0.00;3738358.1322;1148173.8767;5021815.8192; 0.0657; 0.0567; 0.0641;5793868.0378; 641456.3112;    124.2420; 0.0432; 0.0591; 0.0793; 2.4278; 0.0115;    NaN;   0.69; 2418.1909;    8.1919;    1.4491;   23.3929;    0.0000;    0.0000
BOR1;2023;09;01;00;17;30.00; 8; 7; 6; 6; 0; 0;  0.29;  0.10;  0.01;  0.00;  0.00;3738358.1381;1148173.8725;5021815.8195; 0.0765; 0.0664; 0.0744;5793868.0344; 641456.3056;    124.2450; 0.0500; 0.0692; 0.0922; 2.4275; 0.0136;    NaN;   0.83; 2418.2034;    8.1917;    1.4489;   23.3933;    0.0000;    0.0000
BOR1;2023;09;01;00;18;00.00; 8; 7; 6; 6; 0; 0;  0.29;  0.09;  0.01;  0.00;  0.00;3738358.1430;1148173.8718;5021815.8254; 0.0684; 0.0598; 0.0665;5793868.0343; 641456.3035;    124.2524; 0.0445; 0.0624; 0.0824; 2.4273; 0.0123;    NaN;   0.77; 2418.2104;    8.1920;    1.4489;   23.3933;    0.0000;    0.0000
BOR1;2023;09;01;00;18;30.00; 8; 7; 6; 6; 0; 0;  0.29;  0.07;  0.00;  0.00;  0.00;3738358.1501;1148173.8750;5021815.8274; 0.0531; 0.0467; 0.0516;5793868.0296; 641456.3046;    124.2587; 0.0345; 0.0488; 0.0640; 2.4271; 0.0097;    NaN;   0.61; 2418.2126;    8.1920;    1.4489;   23.3934;    0.0000;    0.0000
BOR1;2023;09;01;00;19;00.00; 8; 7; 6; 6; 0; 0;  0.29;  0.09;  0.01;  0.00;  0.00;3738358.1601;1148173.8773;5021815.8335; 0.0708; 0.0627; 0.0686;5793868.0251; 641456.3040;    124.2698; 0.0458; 0.0654; 0.0853; 2.4262; 0.0131;    NaN;   0.84; 2418.2261;    8.1922;    1.4491;   23.3936;    0.0000;    0.0000
BOR1;2023;09;01;00;19;30.00; 8; 8; 6; 6; 0; 0;  0.28;  0.07;  0.01;  0.00;  0.00;3738358.1668;1148173.8833;5021815.8370; 0.0538; 0.0479; 0.0521;5793868.0209; 641456.3078;    124.2775; 0.0346; 0.0500; 0.0648; 2.4257; 0.0100;    NaN;   0.66; 2418.2284;    8.1921;    1.4492;   23.3937;    0.0000;    0.0000
BOR1;2023;09;01;00;20;00.00; 8; 8; 6; 6; 0; 0;  0.28;  0.07;  0.01;  0.00;  0.00;3738358.1764;1148173.8824;5021815.8401; 0.0542; 0.0486; 0.0524;5793868.0157; 641456.3044;    124.2855; 0.0348; 0.0507; 0.0653; 2.4253; 0.0102;    NaN;   0.69; 2418.2343;    8.1923;    1.4492;   23.3938;    0.0000;    0.0000
BOR1;2023;09;01;00;20;30.00; 8; 8; 6; 6; 0; 0;  0.28;  0.07;  0.01;  0.00;  0.00;3738358.1794;1148173.8824;5021815.8421; 0.0541; 0.0488; 0.0523;5793868.0146; 641456.3035;    124.2887; 0.0346; 0.0509; 0.0652; 2.4244; 0.0103;    NaN;   0.71; 2418.2392;    8.1925;    1.4492;   23.3938;    0.0000;    0.0000
BOR1;2023;09;01;00;21;00.00; 8; 8; 6; 6; 0; 0;  0.28;  0.08;  0.01;  0.00;  0.00;3738358.1871;1148173.8823;5021815.8454; 0.0627; 0.0569; 0.0605;5793868.0107; 641456.3013;    124.2958; 0.0400; 0.0594; 0.0755; 2.4238; 0.0120;    NaN;   0.84; 2418.2517;    8.1928;    1.4494;   23.3938;    0.0000;    0.0000
BOR1;2023;09;01;00;21;30.00; 8; 8; 6; 6; 0; 0;  0.28;  0.07;  0.01;  0.00;  0.00;3738358.1905;1148173.8835;5021815.8465; 0.0548; 0.0501; 0.0529;5793868.0086; 641456.3015;    124.2989; 0.0349; 0.0522; 0.0660; 2.4230; 0.0106;    NaN;   0.76; 2418.2572;    8.1926;    1.4493;   23.3941;    0.0000;    0.0000
BOR1;2023;09;01;00;22;00.00; 9; 8; 6; 6; 0; 0;  0.24;  0.08;  0.01;  0.00;  0.00;3738358.1971;1148173.8836;5021815.8498; 0.0594; 0.0546; 0.0573;5793868.0056; 641456.2997;    124.3054; 0.0377; 0.0570; 0.0716; 2.4222; 0.0116;    NaN;   0.85; 2418.2606;    8.1927;    1.4492;   23.3942;    0.0000;    0.0000
BOR1;2023;09;01;00;22;30.00; 9; 8; 6; 6; 0; 0;  0.24;  0.07;  0.01;  0.00;  0.00;3738358.1995;1148173.8847;5021815.8537; 0.0507; 0.0469; 0.0488;5793868.0059; 641456.3001;    124.3102; 0.0321; 0.0489; 0.0611; 2.4220; 0.0099;    NaN;   0.74; 2418.2620;    8.1929;    1.4492;   23.3942;    0.0000;    0.0000
BOR1;2023;09;01;00;23;00.00; 9; 8; 6; 6; 0; 0;  0.24;  0.08;  0.01;  0.00;  0.00;3738358.2045;1148173.8830;5021815.8566; 0.0618; 0.0575; 0.0595;5793868.0042; 641456.2970;    124.3150; 0.0391; 0.0600; 0.0745; 2.4220; 0.0122;    NaN;   0.93; 2418.2705;    8.1928;    1.4491;   23.3943;    0.0000;    0.0000
BOR1;2023;09;01;00;23;30.00; 9; 8; 6; 6; 0; 0;  0.24;  0.07;  0.01;  0.00;  0.00;3738358.2062;1148173.8821;5021815.8572; 0.0530; 0.0496; 0.0510;5793868.0034; 641456.2957;    124.3163; 0.0334; 0.0517; 0.0639; 2.4221; 0.0105;    NaN;   0.82; 2418.2734;    8.1928;    1.4491;   23.3943;    0.0000;    0.0000
BOR1;2023;09;01;00;24;00.00; 9; 8; 6; 6; 0; 0;  0.24;  0.07;  0.01;  0.00;  0.00;3738358.2064;1148173.8832;5021815.8578; 0.0502; 0.0473; 0.0483;5793868.0034; 641456.2967;    124.3171; 0.0316; 0.0493; 0.0605; 2.4221; 0.0100;    NaN;   0.80; 2418.2737;    8.1930;    1.4490;   23.3943;    0.0000;    0.0000
BOR1;2023;09;01;00;24;30.00; 9; 7; 6; 6; 0; 0;  0.28;  0.07;  0.01;  0.00;  0.00;3738358.2104;1148173.8840;5021815.8578; 0.0509; 0.0481; 0.0488;5793868.0002; 641456.2963;    124.3196; 0.0319; 0.0501; 0.0613; 2.4219; 0.0102;    NaN;   0.83; 2418.2792;    8.1928;    1.4490;   23.3942;    0.0000;    0.0000
BOR1;2023;09;01;00;25;00.00; 9; 7; 6; 6; 0; 0;  0.28;  0.07;  0.01;  0.00;  0.00;3738358.2154;1148173.8850;5021815.8616; 0.0485; 0.0461; 0.0465;5793867.9985; 641456.2959;    124.3257; 0.0303; 0.0480; 0.0584; 2.4212; 0.0098;    NaN;   0.81; 2418.2846;    8.1928;    1.4490;   23.3944;    0.0000;    0.0000
BOR1;2023;09;01;00;25;30.00; 9; 7; 6; 6; 0; 0;  0.28;  0.07;  0.01;  0.00;  0.00;3738358.2187;1148173.8874;5021815.8682; 0.0510; 0.0487; 0.0489;5793867.9995; 641456.2972;    124.3333; 0.0318; 0.0507; 0.0615; 2.4206; 0.0104;    NaN;   0.88; 2418.2916;    8.1928;    1.4490;   23.3944;    0.0000;    0.0000
BOR1;2023;09;01;00;26;00.00; 9; 7; 6; 6; 0; 0;  0.28;  0.07;  0.01;  0.00;  0.00;3738358.2194;1148173.8890;5021815.8703; 0.0525; 0.0503; 0.0503;5793867.9999; 641456.2985;    124.3357; 0.0327; 0.0524; 0.0633; 2.4206; 0.0108;    NaN;   0.93; 2418.2961;    8.1929;    1.4490;   23.3944;    0.0000;    0.0000
BOR1;2023;09;01;00;26;30.00; 9; 7; 6; 6; 0; 0;  0.28;  0.06;  0.01;  0.00;  0.00;3738358.2203;1148173.8918;5021815.8730; 0.0445; 0.0428; 0.0426;5793868.0004; 641456.3009;    124.3388; 0.0276; 0.0446; 0.0536; 2.4200; 0.0093;    NaN;   0.80; 2418.3070;    8.1930;    1.4490;   23.3945;    0.0000;    0.0000
BOR1;2023;09;01;00;27;00.00; 9; 7; 6; 6; 0; 0;  0.28;  0.06;  0.00;  0.00;  0.00;3738358.2195;1148173.8940;5021815.8724; 0.0409; 0.0395; 0.0391;5793868.0001; 641456.3032;    124.3382; 0.0253; 0.0412; 0.0493; 2.4196; 0.0086;    NaN;   0.76; 2418.3038;    8.1929;    1.4491;   23.3945;    0.0000;    0.0000
BOR1;2023;09;01;00;27;30.00; 9; 7; 6; 6; 0; 0;  0.28;  0.06;  0.01;  0.00;  0.00;3738358.2179;1148173.8948;5021815.8736; 0.0437; 0.0424; 0.0418;5793868.0019; 641456.3045;    124.3384; 0.0270; 0.0442; 0.0527; 2.4191; 0.0092;    NaN;   0.83; 2418.3067;    8.1927;    1.4493;   23.3946;    0.0000;    0.0000
BOR1;2023;09;01;00;28;00.00; 9; 7; 6; 6; 0; 0;  0.28;  0.06;  0.00;  0.00;  0.00;3738358.2177;1148173.8936;5021815.8731; 0.0404; 0.0394; 0.0386;5793868.0020; 641456.3033;    124.3377; 0.0249; 0.0410; 0.0487; 2.4187; 0.0086;    NaN;   0.78; 2418.3102;    8.1927;    1.4493;   23.3945;    0.0000;    0.0000
BOR1;2023;09;01;00;28;30.00; 9; 7; 6; 6; 0; 0;  0.28;  0.06;  0.00;  0.00;  0.00;3738358.2199;1148173.8968;5021815.8749; 0.0413; 0.0405; 0.0395;5793868.0008; 641456.3057;    124.3410; 0.0255; 0.0421; 0.0498; 2.4182; 0.0088;    NaN;   0.82; 2418.3131;    8.1929;    1.4493;   23.3946;    0.0000;    0.0000
BOR1;2023;09;01;00;29;00.00; 9; 7; 6; 6; 0; 0;  0.28;  0.06;  0.00;  0.00;  0.00;3738358.2212;1148173.8968;5021815.8760; 0.0385; 0.0378; 0.0367;5793868.0005; 641456.3054;    124.3427; 0.0236; 0.0393; 0.0464; 2.4178; 0.0083;    NaN;   0.78; 2418.3151;    8.1929;    1.4493;   23.3945;    0.0000;    0.0000
BOR1;2023;09;01;00;29;30.00; 9; 7; 6; 6; 0; 0;  0.29;  0.05;  0.00;  0.00;  0.00;3738358.2233;1148173.8972;5021815.8782; 0.0340; 0.0336; 0.0324;5793868.0001; 641456.3051;    124.3457; 0.0209; 0.0350; 0.0410; 2.4172; 0.0073;    NaN;   0.71; 2418.3195;    8.1930;    1.4494;   23.3945;    0.0000;    0.0000
BOR1;2023;09;01;00;30;00.00; 9; 7; 6; 6; 0; 0;  0.29;  0.05;  0.00;  0.00;  0.00;3738358.2238;1148173.8970;5021815.8786; 0.0322; 0.0319; 0.0307;5793867.9999; 641456.3048;    124.3462; 0.0197; 0.0332; 0.0388; 2.4169; 0.0070;    NaN;   0.69; 2418.3194;    8.1929;    1.4493;   23.3946;    0.0000;    0.0000
BOR1;2023;09;01;00;30;30.00; 9; 7; 6; 6; 0; 0;  0.29;  0.05;  0.00;  0.00;  0.00;3738358.2235;1148173.8973;5021815.8764; 0.0353; 0.0352; 0.0336;5793867.9988; 641456.3053;    124.3444; 0.0216; 0.0366; 0.0425; 2.4171; 0.0077;    NaN;   0.77; 2418.3197;    8.1931;    1.4492;   23.3946;    0.0000;    0.0000
BOR1;2023;09;01;00;31;00.00; 9; 7; 6; 6; 0; 0;  0.29;  0.06;  0.01;  0.00;  0.00;3738358.2232;1148173.8991;5021815.8765; 0.0430; 0.0430; 0.0408;5793867.9988; 641456.3070;    124.3446; 0.0262; 0.0447; 0.0517; 2.4172; 0.0094;    NaN;   0.96; 2418.3250;    8.1931;    1.4491;   23.3947;    0.0000;    0.0000
BOR1;2023;09;01;00;31;30.00; 9; 7; 6; 6; 0; 0;  0.28;  0.05;  0.00;  0.00;  0.00;3738358.2218;1148173.8997;5021815.8761; 0.0333; 0.0335; 0.0317;5793867.9994; 641456.3081;    124.3436; 0.0203; 0.0348; 0.0401; 2.4173; 0.0073;    NaN;   0.76; 2418.3196;    8.1931;    1.4491;   23.3948;    0.0000;    0.0000
BOR1;2023;09;01;00;32;00.00; 9; 7; 6; 6; 0; 0;  0.28;  0.05;  0.00;  0.00;  0.00;3738358.2207;1148173.9017;5021815.8775; 0.0361; 0.0364; 0.0343;5793868.0007; 641456.3102;    124.3444; 0.0220; 0.0378; 0.0435; 2.4172; 0.0079;    NaN;   0.84; 2418.3239;    8.1931;    1.4491;   23.3948;    0.0000;    0.0000
BOR1;2023;09;01;00;32;30.00; 9; 7; 6; 6; 0; 0;  0.28;  0.05;  0.00;  0.00;  0.00;3738358.2200;1148173.9037;5021815.8785; 0.0300; 0.0304; 0.0285;5793868.0015; 641456.3123;    124.3452; 0.0183; 0.0316; 0.0361; 2.4170; 0.0066;    NaN;   0.71; 2418.3245;    8.1931;    1.4492;   23.3949;    0.0000;    0.0000
BOR1;2023;09;01;00;33;00.00; 9; 7; 6; 6; 0; 0;  0.28;  0.04;  0.00;  0.00;  0.00;3738358.2197;1148173.9055;5021815.8792; 0.0293; 0.0298; 0.0278;5793868.0018; 641456.3142;    124.3458; 0.0178; 0.0310; 0.0353; 2.4168; 0.0065;    NaN;   0.71; 2418.3228;    8.1931;    1.4491;   23.3950;    0.0000;    0.0000
BOR1;2023;09;01;00;33;30.00; 9; 7; 6; 6; 0; 0;  0.28;  0.06;  0.01;  0.00;  0.00;3738358.2195;1148173.9085;5021815.8808; 0.0379; 0.0387; 0.0359;5793868.0023; 641456.3171;    124.3475; 0.0230; 0.0402; 0.0456; 2.4165; 0.0084;    NaN;   0.94; 2418.3251;    8.1932;    1.4491;   23.3950;    0.0000;    0.0000
