Stat;YY  ;MM;DD;hh;mm;ss   ;nG;nR;nE;nC;nJ;nS;PDop  ;TDop  ;HDop  ;VDop  ;GDop  ;RecX        ;RecY        ;RecZ        ;RecmX  ;RecmY  ;RecmZ  ;RecN        ;RecE        ;RecU        ;RecmN  ;RecmE  ;RecmU  ;ZTD    ;mZTD   ;  ExZTD;  m0   ;   RecClkG;   RecClkR;  RecClkE;   RecClkC;   RecClkJ;  RecClkS
BOR1;2023;09;01;13;56;00.00;10; 7; 8; 7; 0; 0;  0.25;  0.01;  0.00;  0.00;  0.00;3738358.1342;1148174.0078;5021815.9251; 0.0015; 0.0013; 0.0017;5793868.0742; 641456.4350;    124.3505; 0.0006; 0.0013; 0.0022; 2.3891; 0.0023;    NaN;   0.76; 2418.5560;    8.1961;    1.4506;   23.3915;    0.0000;    0.0000
BOR1;2023;09;01;13;56;30.00;10; 7; 8; 7; 0; 0;  0.25;  0.01;  0.00;  0.00;  0.00;3738358.1342;1148174.0078;5021815.9251; 0.0012; 0.0010; 0.0014;5793868.0742; 641456.4350;    124.3505; 0.0005; 0.0010; 0.0018; 2.3892; 0.0019;    NaN;   0.61; 2418.5551;    8.1961;    1.4506;   23.3915;    0.0000;    0.0000
BOR1;2023;09;01;13;57;00.00;10; 7; 8; 7; 0; 0;  0.25;  0.01;  0.00;  0.00;  0.00;3738358.1342;1148174.0078;5021815.9251; 0.0016; 0.0013; 0.0017;5793868.0742; 641456.4350;    124.3505; 0.0007; 0.0013; 0.0023; 2.3892; 0.0024;    NaN;   0.79; 2418.5559;    8.1961;    1.4506;   23.3915;    0.0000;    0.0000
BOR1;2023;09;01;13;57;30.00;10; 7; 8; 7; 0; 0;  0.25;  0.01;  0.00;  0.00;  0.00;3738358.1342;1148174.0078;5021815.9251; 0.0016; 0.0013; 0.0018;5793868.0742; 641456.4350;    124.3506; 0.0007; 0.0013; 0.0023; 2.3892; 0.0025;    NaN;   0.80; 2418.5545;    8.1961;    1.4506;   23.3915;    0.0000;    0.0000
BOR1;2023;09;01;13;58;00.00;10; 7; 8; 7; 0; 0;  0.25;  0.01;  0.00;  0.00;  0.00;3738358.1343;1148174.0078;5021815.9252; 0.0012; 0.0010; 0.0013;5793868.0742; 641456.4349;    124.3506; 0.0005; 0.0010; 0.0017; 2.3892; 0.0018;    NaN;   0.59; 2418.5542;    8.1961;    1.4506;   23.3915;    0.0000;    0.0000
BOR1;2023;09;01;13;58;30.00;10; 7; 8; 7; 0; 0;  0.25;  0.01;  0.00;  0.00;  0.00;3738358.1343;1148174.0078;5021815.9252; 0.0016; 0.0014; 0.0018;5793868.0742; 641456.4349;    124.3506; 0.0007; 0.0014; 0.0023; 2.3892; 0.0025;    NaN;   0.82; 2418.5525;    8.1961;    1.4506;   23.3915;    0.0000;    0.0000
BOR1;2023;09;01;13;59;00.00;10; 7; 8; 7; 0; 0;  0.25;  0.01;  0.00;  0.00;  0.00;3738358.1343;1148174.0078;5021815.9252; 0.0015; 0.0013; 0.0017;5793868.0742; 641456.4349;    124.3506; 0.0007; 0.0013; 0.0022; 2.3893; 0.0024;    NaN;   0.77; 2418.5522;    8.1961;    1.4506;   23.3915;    0.0000;    0.0000
BOR1;2023;09;01;13;59;30.00;10; 7; 8; 7; 0; 0;  0.25;  0.01;  0.00;  0.00;  0.00;3738358.1343;1148174.0078;5021815.9252; 0.0016; 0.0013; 0.0018;5793868.0742; 641456.4349;    124.3506; 0.0007; 0.0013; 0.0023; 2.3893; 0.0025;    NaN;   0.80; 2418.5525;    8.1961;    1.4506;   23.3915;    0.0000;    0.0000
BOR1;2023;09;01;14;00;00.00;10; 7; 8; 7; 0; 0;  0.25;  0.01;  0.00;  0.00;  0.00;3738358.1343;1148174.0078;5021815.9252; 0.0014; 0.0011; 0.0015;5793868.0742; 641456.4349;    124.3506; 0.0006; 0.0011; 0.0020; 2.3894; 0.0021;    NaN;   0.68; 2418.5514;    8.1961;    1.4506;   23.3915;    0.0000;    0.0000
BOR1;2023;09;01;14;00;30.00;10; 7; 8; 7; 0; 0;  0.25;  0.01;  0.00;  0.00;  0.00;3738358.1343;1148174.0077;5021815.9252; 0.0013; 0.0011; 0.0014;5793868.0742; 641456.4349;    124.3506; 0.0005; 0.0010; 0.0018; 2.3893; 0.0019;    NaN;   0.63; 2418.5519;    8.1961;    1.4506;   23.3915;    0.0000;    0.0000
BOR1;2023;09;01;14;01;00.00;10; 7; 8; 7; 0; 0;  0.25;  0.01;  0.00;  0.00;  0.00;3738358.1343;1148174.0077;5021815.9251; 0.0019; 0.0016; 0.0021;5793868.0742; 641456.4349;    124.3506; 0.0008; 0.0015; 0.0027; 2.3893; 0.0029;    NaN;   0.93; 2418.5553;    8.1961;    1.4506;   23.3915;    0.0000;    0.0000
BOR1;2023;09;01;14;01;30.00;10; 7; 8; 7; 0; 0;  0.25;  0.01;  0.00;  0.00;  0.00;3738358.1343;1148174.0077;5021815.9251; 0.0015; 0.0013; 0.0017;5793868.0742; 641456.4349;    124.3506; 0.0006; 0.0013; 0.0022; 2.3894; 0.0024;    NaN;   0.76; 2418.5550;    8.1961;    1.4506;   23.3915;    0.0000;    0.0000
BOR1;2023;09;01;14;02;00.00;10; 7; 8; 7; 0; 0;  0.25;  0.01;  0.00;  0.00;  0.00;3738358.1343;1148174.0077;5021815.9251; 0.0016; 0.0013; 0.0018;5793868.0742; 641456.4349;    124.3506; 0.0007; 0.0013; 0.0023; 2.3894; 0.0025;    NaN;   0.80; 2418.5537;    8.1961;    1.4506;   23.3915;    0.0000;    0.0000
BOR1;2023;09;01;14;02;30.00;10; 7; 8; 7; 0; 0;  0.25;  0.01;  0.00;  0.00;  0.00;3738358.1343;1148174.0077;5021815.9251; 0.0016; 0.0013; 0.0017;5793868.0742; 641456.4348;    124.3506; 0.0007; 0.0013; 0.0023; 2.3896; 0.0024;    NaN;   0.79; 2418.5518;    8.1961;    1.4506;   23.3915;    0.0000;    0.0000
BOR1;2023;09;01;14;03;00.00;10; 7; 8; 7; 0; 0;  0.25;  0.01;  0.00;  0.00;  0.00;3738358.1343;1148174.0077;5021815.9251; 0.0014; 0.0012; 0.0016;5793868.0742; 641456.4348;    124.3506; 0.0006; 0.0012; 0.0021; 2.3896; 0.0022;    NaN;   0.73; 2418.5519;    8.1961;    1.4506;   23.3915;    0.0000;    0.0000
BOR1;2023;09;01;14;03;30.00;10; 7; 8; 7; 0; 0;  0.25;  0.01;  0.00;  0.00;  0.00;3738358.1343;1148174.0077;5021815.9251; 0.0016; 0.0013; 0.0017;5793868.0742; 641456.4348;    124.3506; 0.0007; 0.0013; 0.0022; 2.3896; 0.0024;    NaN;   0.78; 2418.5515;    8.1961;    1.4506;   23.3915;    0.0000;    0.0000
BOR1;2023;09;01;14;04;00.00;10; 7; 8; 7; 0; 0;  0.25;  0.01;  0.00;  0.00;  0.00;3738358.1343;1148174.0076;5021815.9251; 0.0015; 0.0013; 0.0017;5793868.0742; 641456.4348;    124.3506; 0.0007; 0.0013; 0.0022; 2.3896; 0.0024;    NaN;   0.78; 2418.5550;    8.1961;    1.4506;   23.3915;    0.0000;    0.0000
BOR1;2023;09;01;14;04;30.00;10; 7; 8; 7; 0; 0;  0.25;  0.01;  0.00;  0.00;  0.00;3738358.1343;1148174.0076;5021815.9251; 0.0015; 0.0012; 0.0016;5793868.0742; 641456.4348;    124.3506; 0.0006; 0.0012; 0.0021; 2.3897; 0.0022;    NaN;   0.73; 2418.5573;    8.1961;    1.4506;   23.3915;    0.0000;    0.0000
BOR1;2023;09;01;14;05;00.00;10; 7; 8; 7; 0; 0;  0.25;  0.01;  0.00;  0.00;  0.00;3738358.1344;1148174.0076;5021815.9251; 0.0018; 0.0015; 0.0020;5793868.0742; 641456.4348;    124.3506; 0.0008; 0.0015; 0.0026; 2.3896; 0.0027;    NaN;   0.90; 2418.5518;    8.1961;    1.4506;   23.3915;    0.0000;    0.0000
BOR1;2023;09;01;14;05;30.00;11; 7; 8; 7; 0; 0;  0.21;  0.01;  0.00;  0.00;  0.00;3738358.1344;1148174.0076;5021815.9251; 0.0011; 0.0009; 0.0012;5793868.0742; 641456.4348;    124.3506; 0.0005; 0.0009; 0.0016; 2.3896; 0.0017;    NaN;   0.55; 2418.5553;    8.1961;    1.4506;   23.3915;    0.0000;    0.0000
BOR1;2023;09;01;14;06;00.00;11; 7; 8; 7; 0; 0;  0.21;  0.01;  0.00;  0.00;  0.00;3738358.1344;1148174.0076;5021815.9251; 0.0017; 0.0014; 0.0019;5793868.0741; 641456.4347;    124.3506; 0.0007; 0.0014; 0.0025; 2.3896; 0.0027;    NaN;   0.87; 2418.5532;    8.1961;    1.4506;   23.3914;    0.0000;    0.0000
BOR1;2023;09;01;14;06;30.00;11; 7; 8; 7; 0; 0;  0.21;  0.01;  0.00;  0.00;  0.00;3738358.1344;1148174.0076;5021815.9252; 0.0013; 0.0011; 0.0015;5793868.0741; 641456.4347;    124.3506; 0.0006; 0.0011; 0.0019; 2.3897; 0.0021;    NaN;   0.68; 2418.5529;    8.1961;    1.4506;   23.3914;    0.0000;    0.0000
BOR1;2023;09;01;14;07;00.00;10; 7; 8; 7; 0; 0;  0.25;  0.01;  0.00;  0.00;  0.00;3738358.1344;1148174.0076;5021815.9252; 0.0015; 0.0013; 0.0017;5793868.0741; 641456.4347;    124.3506; 0.0006; 0.0012; 0.0021; 2.3898; 0.0023;    NaN;   0.76; 2418.5532;    8.1961;    1.4506;   23.3914;    0.0000;    0.0000
BOR1;2023;09;01;14;07;30.00;10; 7; 8; 7; 0; 0;  0.25;  0.01;  0.00;  0.00;  0.00;3738358.1344;1148174.0076;5021815.9251; 0.0016; 0.0014; 0.0018;5793868.0741; 641456.4347;    124.3506; 0.0007; 0.0014; 0.0024; 2.3898; 0.0025;    NaN;   0.83; 2418.5513;    8.1961;    1.4506;   23.3914;    0.0000;    0.0000
BOR1;2023;09;01;14;08;00.00;10; 7; 8; 7; 0; 0;  0.25;  0.01;  0.00;  0.00;  0.00;3738358.1344;1148174.0075;5021815.9251; 0.0014; 0.0011; 0.0015;5793868.0741; 641456.4347;    124.3506; 0.0006; 0.0011; 0.0019; 2.3899; 0.0021;    NaN;   0.69; 2418.5508;    8.1961;    1.4506;   23.3914;    0.0000;    0.0000
BOR1;2023;09;01;14;08;30.00;10; 7; 8; 7; 0; 0;  0.25;  0.01;  0.00;  0.00;  0.00;3738358.1345;1148174.0075;5021815.9252; 0.0014; 0.0012; 0.0016;5793868.0741; 641456.4347;    124.3507; 0.0006; 0.0012; 0.0020; 2.3900; 0.0022;    NaN;   0.72; 2418.5498;    8.1961;    1.4506;   23.3914;    0.0000;    0.0000
BOR1;2023;09;01;14;09;00.00;11; 7; 8; 7; 0; 0;  0.21;  0.01;  0.00;  0.00;  0.00;3738358.1345;1148174.0075;5021815.9252; 0.0013; 0.0011; 0.0015;5793868.0741; 641456.4346;    124.3507; 0.0006; 0.0011; 0.0019; 2.3900; 0.0020;    NaN;   0.67; 2418.5491;    8.1961;    1.4506;   23.3914;    0.0000;    0.0000
BOR1;2023;09;01;14;09;30.00;11; 7; 8; 7; 0; 0;  0.21;  0.01;  0.00;  0.00;  0.00;3738358.1345;1148174.0075;5021815.9252; 0.0015; 0.0012; 0.0016;5793868.0741; 641456.4346;    124.3507; 0.0006; 0.0012; 0.0021; 2.3901; 0.0022;    NaN;   0.74; 2418.5492;    8.1961;    1.4506;   23.3914;    0.0000;    0.0000
BOR1;2023;09;01;14;10;00.00;11; 7; 8; 7; 0; 0;  0.21;  0.01;  0.00;  0.00;  0.00;3738358.1345;1148174.0075;5021815.9252; 0.0014; 0.0012; 0.0015;5793868.0741; 641456.4346;    124.3507; 0.0006; 0.0011; 0.0020; 2.3901; 0.0021;    NaN;   0.70; 2418.5503;    8.1961;    1.4506;   23.3914;    0.0000;    0.0000
BOR1;2023;09;01;14;10;30.00;11; 7; 8; 7; 0; 0;  0.21;  0.01;  0.00;  0.00;  0.00;3738358.1345;1148174.0075;5021815.9252; 0.0013; 0.0011; 0.0014;5793868.0741; 641456.4346;    124.3507; 0.0005; 0.0011; 0.0018; 2.3902; 0.0019;    NaN;   0.65; 2418.5501;    8.1961;    1.4506;   23.3914;    0.0000;    0.0000
BOR1;2023;09;01;14;11;00.00;10; 7; 8; 7; 0; 0;  0.24;  0.01;  0.00;  0.00;  0.00;3738358.1346;1148174.0075;5021815.9252; 0.0015; 0.0012; 0.0016;5793868.0741; 641456.4346;    124.3507; 0.0006; 0.0012; 0.0021; 2.3902; 0.0022;    NaN;   0.75; 2418.5513;    8.1961;    1.4506;   23.3914;    0.0000;    0.0000
BOR1;2023;09;01;14;11;30.00;10; 7; 8; 7; 0; 0;  0.24;  0.01;  0.00;  0.00;  0.00;3738358.1346;1148174.0075;5021815.9252; 0.0016; 0.0013; 0.0018;5793868.0741; 641456.4345;    124.3507; 0.0007; 0.0013; 0.0023; 2.3902; 0.0024;    NaN;   0.81; 2418.5509;    8.1961;    1.4506;   23.3915;    0.0000;    0.0000
BOR1;2023;09;01;14;12;00.00;10; 7; 8; 7; 0; 0;  0.24;  0.01;  0.00;  0.00;  0.00;3738358.1346;1148174.0075;5021815.9252; 0.0017; 0.0014; 0.0019;5793868.0741; 641456.4345;    124.3508; 0.0007; 0.0014; 0.0025; 2.3904; 0.0026;    NaN;   0.87; 2418.5485;    8.1961;    1.4506;   23.3914;    0.0000;    0.0000
BOR1;2023;09;01;14;12;30.00; 9; 7; 8; 7; 0; 0;  0.30;  0.01;  0.00;  0.00;  0.00;3738358.1346;1148174.0075;5021815.9252; 0.0015; 0.0012; 0.0017;5793868.0741; 641456.4345;    124.3508; 0.0006; 0.0012; 0.0021; 2.3904; 0.0022;    NaN;   0.76; 2418.5491;    8.1961;    1.4506;   23.3914;    0.0000;    0.0000
BOR1;2023;09;01;14;13;00.00; 9; 7; 8; 7; 0; 0;  0.30;  0.01;  0.00;  0.00;  0.00;3738358.1346;1148174.0075;5021815.9252; 0.0016; 0.0013; 0.0018;5793868.0740; 641456.4346;    124.3508; 0.0007; 0.0013; 0.0023; 2.3904; 0.0024;    NaN;   0.82; 2418.5494;    8.1961;    1.4506;   23.3914;    0.0000;    0.0000
BOR1;2023;09;01;14;13;30.00; 9; 7; 8; 7; 0; 0;  0.30;  0.01;  0.00;  0.00;  0.00;3738358.1346;1148174.0075;5021815.9252; 0.0017; 0.0014; 0.0019;5793868.0740; 641456.4346;    124.3508; 0.0007; 0.0014; 0.0024; 2.3904; 0.0025;    NaN;   0.85; 2418.5473;    8.1961;    1.4506;   23.3914;    0.0000;    0.0000
BOR1;2023;09;01;14;14;00.00; 9; 7; 8; 7; 0; 0;  0.30;  0.01;  0.00;  0.00;  0.00;3738358.1346;1148174.0075;5021815.9252; 0.0017; 0.0014; 0.0019;5793868.0740; 641456.4345;    124.3508; 0.0007; 0.0014; 0.0024; 2.3904; 0.0025;    NaN;   0.85; 2418.5504;    8.1961;    1.4506;   23.3915;    0.0000;    0.0000
BOR1;2023;09;01;14;14;30.00; 9; 7; 8; 7; 0; 0;  0.30;  0.01;  0.00;  0.00;  0.00;3738358.1346;1148174.0075;5021815.9252; 0.0016; 0.0013; 0.0018;5793868.0740; 641456.4345;    124.3508; 0.0007; 0.0013; 0.0023; 2.3905; 0.0024;    NaN;   0.82; 2418.5497;    8.1961;    1.4506;   23.3914;    0.0000;    0.0000
BOR1;2023;09;01;14;15;00.00;10; 7; 8; 7; 0; 0;  0.26;  0.01;  0.00;  0.00;  0.00;3738358.1346;1148174.0075;5021815.9252; 0.0014; 0.0012; 0.0016;5793868.0740; 641456.4345;    124.3508; 0.0006; 0.0012; 0.0020; 2.3905; 0.0021;    NaN;   0.73; 2418.5509;    8.1961;    1.4506;   23.3915;    0.0000;    0.0000
BOR1;2023;09;01;14;15;30.00;10; 7; 8; 7; 0; 0;  0.25;  0.01;  0.00;  0.00;  0.00;3738358.1346;1148174.0075;5021815.9252; 0.0014; 0.0012; 0.0016;5793868.0740; 641456.4345;    124.3508; 0.0006; 0.0012; 0.0020; 2.3906; 0.0021;    NaN;   0.72; 2418.5522;    8.1961;    1.4506;   23.3915;    0.0000;    0.0000
BOR1;2023;09;01;14;16;00.00; 9; 7; 8; 7; 0; 0;  0.29;  0.01;  0.00;  0.00;  0.00;3738358.1346;1148174.0075;5021815.9252; 0.0017; 0.0014; 0.0019;5793868.0740; 641456.4345;    124.3508; 0.0007; 0.0014; 0.0024; 2.3906; 0.0025;    NaN;   0.86; 2418.5517;    8.1961;    1.4506;   23.3915;    0.0000;    0.0000
BOR1;2023;09;01;14;16;30.00;11; 7; 8; 7; 0; 0;  0.23;  0.01;  0.00;  0.00;  0.00;3738358.1346;1148174.0075;5021815.9252; 0.0017; 0.0015; 0.0019;5793868.0740; 641456.4345;    124.3508; 0.0007; 0.0014; 0.0025; 2.3906; 0.0026;    NaN;   0.88; 2418.5545;    8.1960;    1.4506;   23.3915;    0.0000;    0.0000
BOR1;2023;09;01;14;17;00.00;10; 7; 8; 7; 0; 0;  0.25;  0.01;  0.00;  0.00;  0.00;3738358.1346;1148174.0075;5021815.9252; 0.0014; 0.0012; 0.0016;5793868.0740; 641456.4345;    124.3508; 0.0006; 0.0012; 0.0020; 2.3907; 0.0021;    NaN;   0.71; 2418.5519;    8.1960;    1.4506;   23.3915;    0.0000;    0.0000
BOR1;2023;09;01;14;17;30.00;10; 7; 8; 7; 0; 0;  0.25;  0.01;  0.00;  0.00;  0.00;3738358.1347;1148174.0075;5021815.9252; 0.0015; 0.0013; 0.0017;5793868.0740; 641456.4345;    124.3508; 0.0007; 0.0013; 0.0022; 2.3907; 0.0023;    NaN;   0.79; 2418.5515;    8.1960;    1.4506;   23.3915;    0.0000;    0.0000
BOR1;2023;09;01;14;18;00.00;10; 7; 8; 7; 0; 0;  0.25;  0.01;  0.00;  0.00;  0.00;3738358.1347;1148174.0075;5021815.9253; 0.0018; 0.0015; 0.0020;5793868.0740; 641456.4345;    124.3509; 0.0008; 0.0015; 0.0026; 2.3906; 0.0027;    NaN;   0.92; 2418.5547;    8.1960;    1.4506;   23.3915;    0.0000;    0.0000
BOR1;2023;09;01;14;18;30.00;10; 7; 8; 7; 0; 0;  0.25;  0.01;  0.00;  0.00;  0.00;3738358.1347;1148174.0075;5021815.9253; 0.0015; 0.0013; 0.0017;5793868.0740; 641456.4346;    124.3509; 0.0007; 0.0013; 0.0022; 2.3906; 0.0023;    NaN;   0.78; 2418.5538;    8.1960;    1.4506;   23.3914;    0.0000;    0.0000
BOR1;2023;09;01;14;19;00.00;10; 7; 8; 7; 0; 0;  0.25;  0.01;  0.00;  0.00;  0.00;3738358.1347;1148174.0075;5021815.9252; 0.0017; 0.0014; 0.0019;5793868.0740; 641456.4346;    124.3509; 0.0007; 0.0014; 0.0024; 2.3906; 0.0025;    NaN;   0.85; 2418.5550;    8.1960;    1.4506;   23.3914;    0.0000;    0.0000
BOR1;2023;09;01;14;19;30.00; 9; 7; 8; 7; 0; 0;  0.29;  0.01;  0.00;  0.00;  0.00;3738358.1347;1148174.0075;5021815.9252; 0.0015; 0.0012; 0.0016;5793868.0740; 641456.4346;    124.3508; 0.0006; 0.0012; 0.0021; 2.3906; 0.0022;    NaN;   0.74; 2418.5528;    8.1960;    1.4506;   23.3915;    0.0000;    0.0000
BOR1;2023;09;01;14;20;00.00;10; 7; 8; 7; 0; 0;  0.25;  0.01;  0.00;  0.00;  0.00;3738358.1347;1148174.0075;5021815.9252; 0.0016; 0.0014; 0.0018;5793868.0740; 641456.4345;    124.3508; 0.0007; 0.0013; 0.0023; 2.3906; 0.0024;    NaN;   0.82; 2418.5552;    8.1960;    1.4506;   23.3915;    0.0000;    0.0000
BOR1;2023;09;01;14;20;30.00;10; 7; 8; 7; 0; 0;  0.25;  0.01;  0.00;  0.00;  0.00;3738358.1347;1148174.0075;5021815.9252; 0.0013; 0.0011; 0.0014;5793868.0740; 641456.4345;    124.3508; 0.0005; 0.0011; 0.0018; 2.3906; 0.0019;    NaN;   0.65; 2418.5550;    8.1960;    1.4506;   23.3915;    0.0000;    0.0000
BOR1;2023;09;01;14;21;00.00;10; 7; 8; 7; 0; 0;  0.25;  0.01;  0.00;  0.00;  0.00;3738358.1347;1148174.0075;5021815.9252; 0.0015; 0.0013; 0.0017;5793868.0740; 641456.4346;    124.3508; 0.0006; 0.0012; 0.0022; 2.3905; 0.0022;    NaN;   0.77; 2418.5544;    8.1960;    1.4506;   23.3915;    0.0000;    0.0000
BOR1;2023;09;01;14;21;30.00;10; 7; 8; 7; 0; 0;  0.25;  0.01;  0.00;  0.00;  0.00;3738358.1347;1148174.0075;5021815.9252; 0.0016; 0.0014; 0.0018;5793868.0740; 641456.4346;    124.3508; 0.0007; 0.0013; 0.0023; 2.3905; 0.0024;    NaN;   0.83; 2418.5538;    8.1960;    1.4506;   23.3915;    0.0000;    0.0000
BOR1;2023;09;01;14;22;00.00;10; 6; 8; 7; 0; 0;  0.27;  0.01;  0.00;  0.00;  0.00;3738358.1346;1148174.0075;5021815.9252; 0.0016; 0.0013; 0.0017;5793868.0740; 641456.4346;    124.3508; 0.0007; 0.0013; 0.0022; 2.3904; 0.0023;    NaN;   0.80; 2418.5574;    8.1960;    1.4506;   23.3915;    0.0000;    0.0000
BOR1;2023;09;01;14;22;30.00;10; 6; 8; 7; 0; 0;  0.27;  0.01;  0.00;  0.00;  0.00;3738358.1346;1148174.0075;5021815.9252; 0.0016; 0.0013; 0.0017;5793868.0740; 641456.4346;    124.3508; 0.0007; 0.0013; 0.0022; 2.3904; 0.0023;    NaN;   0.79; 2418.5583;    8.1960;    1.4506;   23.3915;    0.0000;    0.0000
BOR1;2023;09;01;14;23;00.00;10; 6; 8; 7; 0; 0;  0.26;  0.01;  0.00;  0.00;  0.00;3738358.1346;1148174.0075;5021815.9251; 0.0013; 0.0011; 0.0014;5793868.0740; 641456.4346;    124.3507; 0.0005; 0.0011; 0.0018; 2.3903; 0.0019;    NaN;   0.65; 2418.5571;    8.1960;    1.4506;   23.3915;    0.0000;    0.0000
BOR1;2023;09;01;14;23;30.00;10; 6; 8; 7; 0; 0;  0.26;  0.01;  0.00;  0.00;  0.00;3738358.1346;1148174.0075;5021815.9251; 0.0016; 0.0014; 0.0018;5793868.0740; 641456.4346;    124.3507; 0.0007; 0.0014; 0.0024; 2.3903; 0.0024;    NaN;   0.85; 2418.5582;    8.1960;    1.4506;   23.3915;    0.0000;    0.0000
BOR1;2023;09;01;14;24;00.00; 9; 7; 8; 7; 0; 0;  0.29;  0.01;  0.00;  0.00;  0.00;3738358.1346;1148174.0075;5021815.9251; 0.0015; 0.0013; 0.0017;5793868.0740; 641456.4346;    124.3507; 0.0007; 0.0013; 0.0022; 2.3902; 0.0023;    NaN;   0.78; 2418.5620;    8.1960;    1.4506;   23.3915;    0.0000;    0.0000
BOR1;2023;09;01;14;24;30.00;10; 7; 8; 6; 0; 0;  0.26;  0.01;  0.00;  0.00;  0.00;3738358.1346;1148174.0075;5021815.9251; 0.0014; 0.0012; 0.0016;5793868.0740; 641456.4346;    124.3507; 0.0006; 0.0012; 0.0021; 2.3901; 0.0021;    NaN;   0.74; 2418.5586;    8.1960;    1.4506;   23.3915;    0.0000;    0.0000
BOR1;2023;09;01;14;25;00.00;10; 7; 8; 6; 0; 0;  0.26;  0.01;  0.00;  0.00;  0.00;3738358.1346;1148174.0075;5021815.9251; 0.0016; 0.0014; 0.0018;5793868.0740; 641456.4346;    124.3507; 0.0007; 0.0013; 0.0023; 2.3901; 0.0024;    NaN;   0.83; 2418.5577;    8.1960;    1.4506;   23.3915;    0.0000;    0.0000
BOR1;2023;09;01;14;25;30.00;10; 7; 8; 6; 0; 0;  0.26;  0.01;  0.00;  0.00;  0.00;3738358.1346;1148174.0075;5021815.9251; 0.0016; 0.0014; 0.0018;5793868.0740; 641456.4346;    124.3507; 0.0007; 0.0013; 0.0023; 2.3901; 0.0024;    NaN;   0.83; 2418.5580;    8.1960;    1.4506;   23.3915;    0.0000;    0.0000
BOR1;2023;09;01;14;26;00.00; 9; 7; 8; 6; 0; 0;  0.30;  0.01;  0.00;  0.00;  0.00;3738358.1346;1148174.0075;5021815.9251; 0.0016; 0.0013; 0.0017;5793868.0740; 641456.4346;    124.3507; 0.0007; 0.0013; 0.0022; 2.3901; 0.0023;    NaN;   0.80; 2418.5586;    8.1960;    1.4506;   23.3915;    0.0000;    0.0000
BOR1;2023;09;01;14;26;30.00;10; 7; 8; 6; 0; 0;  0.26;  0.01;  0.00;  0.00;  0.00;3738358.1346;1148174.0075;5021815.9251; 0.0016; 0.0013; 0.0017;5793868.0740; 641456.4346;    124.3507; 0.0007; 0.0013; 0.0022; 2.3901; 0.0023;    NaN;   0.80; 2418.5568;    8.1960;    1.4506;   23.3915;    0.0000;    0.0000
BOR1;2023;09;01;14;27;00.00;10; 7; 8; 6; 0; 0;  0.26;  0.01;  0.00;  0.00;  0.00;3738358.1346;1148174.0075;5021815.9251; 0.0014; 0.0012; 0.0016;5793868.0740; 641456.4346;    124.3507; 0.0006; 0.0012; 0.0020; 2.3901; 0.0021;    NaN;   0.72; 2418.5586;    8.1960;    1.4506;   23.3914;    0.0000;    0.0000
BOR1;2023;09;01;14;27;30.00;10; 7; 8; 6; 0; 0;  0.26;  0.01;  0.00;  0.00;  0.00;3738358.1346;1148174.0075;5021815.9251; 0.0014; 0.0012; 0.0015;5793868.0740; 641456.4346;    124.3507; 0.0006; 0.0011; 0.0020; 2.3901; 0.0021;    NaN;   0.71; 2418.5582;    8.1960;    1.4506;   23.3914;    0.0000;    0.0000
BOR1;2023;09;01;14;28;00.00;10; 7; 8; 6; 0; 0;  0.26;  0.01;  0.00;  0.00;  0.00;3738358.1346;1148174.0075;5021815.9251; 0.0015; 0.0013; 0.0017;5793868.0740; 641456.4346;    124.3507; 0.0007; 0.0013; 0.0022; 2.3901; 0.0023;    NaN;   0.79; 2418.5620;    8.1960;    1.4506;   23.3915;    0.0000;    0.0000
BOR1;2023;09;01;14;28;30.00; 9; 7; 8; 6; 0; 0;  0.30;  0.01;  0.00;  0.00;  0.00;3738358.1346;1148174.0075;5021815.9251; 0.0016; 0.0013; 0.0018;5793868.0740; 641456.4346;    124.3507; 0.0007; 0.0013; 0.0023; 2.3901; 0.0024;    NaN;   0.82; 2418.5606;    8.1960;    1.4506;   23.3915;    0.0000;    0.0000
BOR1;2023;09;01;14;29;00.00;10; 7; 8; 6; 0; 0;  0.26;  0.01;  0.00;  0.00;  0.00;3738358.1346;1148174.0075;5021815.9251; 0.0015; 0.0013; 0.0017;5793868.0740; 641456.4346;    124.3507; 0.0007; 0.0013; 0.0022; 2.3901; 0.0023;    NaN;   0.80; 2418.5605;    8.1960;    1.4506;   23.3915;    0.0000;    0.0000
BOR1;2023;09;01;14;29;30.00; 9; 7; 8; 6; 0; 0;  0.30;  0.01;  0.00;  0.00;  0.00;3738358.1346;1148174.0075;5021815.9251; 0.0016; 0.0013; 0.0017;5793868.0740; 641456.4346;    124.3506; 0.0007; 0.0013; 0.0023; 2.3901; 0.0023;    NaN;   0.81; 2418.5589;    8.1960;    1.4506;   23.3915;    0.0000;    0.0000
BOR1;2023;09;01;14;30;00.00; 9; 7; 8; 6; 0; 0;  0.30;  0.01;  0.00;  0.00;  0.00;3738358.1346;1148174.0075;5021815.9251; 0.0016; 0.0014; 0.0018;5793868.0740; 641456.4346;    124.3506; 0.0007; 0.0013; 0.0023; 2.3902; 0.0024;    NaN;   0.83; 2418.5599;    8.1960;    1.4506;   23.3915;    0.0000;    0.0000
