Stat;YY  ;MM;DD;hh;mm;ss   ;nG;nR;nE;nC;nJ;nS;PDop  ;TDop  ;HDop  ;VDop  ;GDop  ;RecX        ;RecY        ;RecZ        ;RecmX  ;RecmY  ;RecmZ  ;RecN        ;RecE        ;RecU        ;RecmN  ;RecmE  ;RecmU  ;ZTD    ;mZTD   ;  ExZTD;  m0   ;   RecClkG;   RecClkR;  RecClkE;   RecClkC;   RecClkJ;  RecClkS
BOR1;2023;09;02;00;10;00.00; 9; 6; 9; 5; 0; 0;  0.28;  0.15;  0.01;  0.01;  0.01;3738357.9704;1148173.8980;5021815.9119; 0.1364; 0.0904; 0.1262;5793868.2138; 641456.3741;    124.2246; 0.0965; 0.0917; 0.1581; 2.4474; 0.0232;    NaN;   0.79; 2418.2320;    8.1085;    1.8434;   23.5210;    0.0000;    0.0000
BOR1;2023;09;02;00;10;30.00; 9; 6; 9; 5; 0; 0;  0.28;  0.16;  0.01;  0.01;  0.01;3738357.9633;1148173.8924;5021815.8934; 0.1422; 0.0950; 0.1305;5793868.2091; 641456.3710;    124.2047; 0.1000; 0.0966; 0.1642; 2.4478; 0.0245;    NaN;   0.86; 2418.2213;    8.1082;    1.8436;   23.5214;    0.0000;    0.0000
BOR1;2023;09;02;00;11;00.00; 9; 6; 9; 5; 0; 0;  0.28;  0.16;  0.01;  0.01;  0.01;3738357.9802;1148173.8787;5021815.8788; 0.1453; 0.0977; 0.1322;5793868.1900; 641456.3535;    124.2006; 0.1015; 0.0997; 0.1670; 2.4486; 0.0253;    NaN;   0.91; 2418.2175;    8.1080;    1.8438;   23.5212;    0.0000;    0.0000
BOR1;2023;09;02;00;11;30.00; 9; 6; 9; 5; 0; 0;  0.28;  0.15;  0.01;  0.01;  0.01;3738357.9987;1148173.8772;5021815.8774; 0.1339; 0.0907; 0.1208;5793868.1754; 641456.3470;    124.2101; 0.0930; 0.0928; 0.1533; 2.4490; 0.0235;    NaN;   0.88; 2418.2209;    8.1078;    1.8438;   23.5213;    0.0000;    0.0000
BOR1;2023;09;02;00;12;00.00; 9; 6; 9; 5; 0; 0;  0.28;  0.15;  0.01;  0.01;  0.01;3738358.0033;1148173.8699;5021815.8743; 0.1323; 0.0903; 0.1186;5793868.1714; 641456.3388;    124.2090; 0.0914; 0.0926; 0.1510; 2.4507; 0.0234;    NaN;   0.90; 2418.2155;    8.1080;    1.8440;   23.5212;    0.0000;    0.0000
BOR1;2023;09;02;00;12;30.00; 9; 6; 9; 5; 0; 0;  0.28;  0.17;  0.01;  0.01;  0.01;3738358.0070;1148173.8684;5021815.8674; 0.1516; 0.1043; 0.1348;5793868.1647; 641456.3364;    124.2054; 0.1042; 0.1072; 0.1723; 2.4516; 0.0269;    NaN;   1.07; 2418.2214;    8.1079;    1.8442;   23.5211;    0.0000;    0.0000
BOR1;2023;09;02;00;13;00.00; 9; 6; 9; 5; 0; 0;  0.28;  0.16;  0.01;  0.01;  0.01;3738358.0144;1148173.8581;5021815.8577; 0.1456; 0.1009; 0.1286;5793868.1552; 641456.3247;    124.2003; 0.0996; 0.1040; 0.1649; 2.4512; 0.0260;    NaN;   1.07; 2418.2244;    8.1074;    1.8439;   23.5215;    0.0000;    0.0000
BOR1;2023;09;02;00;13;30.00; 9; 6; 9; 5; 0; 0;  0.28;  0.14;  0.01;  0.00;  0.01;3738358.0219;1148173.8574;5021815.8549; 0.1213; 0.0846; 0.1064;5793868.1479; 641456.3221;    124.2023; 0.0826; 0.0874; 0.1368; 2.4508; 0.0217;    NaN;   0.93; 2418.2283;    8.1075;    1.8440;   23.5217;    0.0000;    0.0000
BOR1;2023;09;02;00;14;00.00; 9; 7; 9; 5; 0; 0;  0.27;  0.11;  0.01;  0.00;  0.00;3738358.0314;1148173.8617;5021815.8536; 0.0954; 0.0671; 0.0832;5793868.1390; 641456.3236;    124.2076; 0.0647; 0.0694; 0.1073; 2.4498; 0.0171;    NaN;   0.76; 2418.2311;    8.1066;    1.8440;   23.5219;    0.0000;    0.0000
BOR1;2023;09;02;00;14;30.00; 9; 7; 9; 5; 0; 0;  0.27;  0.11;  0.01;  0.00;  0.01;3738358.0370;1148173.8603;5021815.8579; 0.0959; 0.0679; 0.0832;5793868.1376; 641456.3207;    124.2140; 0.0649; 0.0705; 0.1075; 2.4489; 0.0172;    NaN;   0.79; 2418.2348;    8.1071;    1.8442;   23.5219;    0.0000;    0.0000
BOR1;2023;09;02;00;15;00.00; 9; 7; 9; 5; 0; 0;  0.27;  0.10;  0.01;  0.00;  0.00;3738358.0446;1148173.8626;5021815.8601; 0.0896; 0.0639; 0.0772;5793868.1327; 641456.3208;    124.2206; 0.0603; 0.0664; 0.1001; 2.4480; 0.0160;    NaN;   0.76; 2418.2424;    8.1067;    1.8445;   23.5220;    0.0000;    0.0000
BOR1;2023;09;02;00;15;30.00; 9; 7; 9; 5; 0; 0;  0.27;  0.10;  0.01;  0.00;  0.00;3738358.0567;1148173.8631;5021815.8641; 0.0863; 0.0620; 0.0740;5793868.1257; 641456.3179;    124.2309; 0.0579; 0.0646; 0.0961; 2.4470; 0.0154;    NaN;   0.76; 2418.2538;    8.1064;    1.8446;   23.5220;    0.0000;    0.0000
BOR1;2023;09;02;00;16;00.00; 9; 7; 9; 5; 0; 0;  0.27;  0.09;  0.01;  0.00;  0.00;3738358.0698;1148173.8681;5021815.8701; 0.0796; 0.0576; 0.0679;5793868.1184; 641456.3191;    124.2443; 0.0533; 0.0602; 0.0884; 2.4466; 0.0142;    NaN;   0.73; 2418.2603;    8.1066;    1.8448;   23.5221;    0.0000;    0.0000
BOR1;2023;09;02;00;16;30.00; 9; 7; 9; 5; 0; 0;  0.27;  0.12;  0.01;  0.00;  0.01;3738358.0702;1148173.8730;5021815.8706; 0.1029; 0.0750; 0.0873;5793868.1174; 641456.3237;    124.2458; 0.0687; 0.0785; 0.1138; 2.4459; 0.0182;    NaN;   0.97; 2418.2672;    8.1065;    1.8449;   23.5221;    0.0000;    0.0000
BOR1;2023;09;02;00;17;00.00; 9; 7; 9; 5; 0; 0;  0.26;  0.12;  0.01;  0.00;  0.01;3738358.0823;1148173.8793;5021815.8789; 0.1055; 0.0775; 0.0890;5793868.1119; 641456.3263;    124.2605; 0.0703; 0.0812; 0.1164; 2.4439; 0.0186;    NaN;   1.03; 2418.2974;    8.1065;    1.8448;   23.5221;    0.0000;    0.0000
BOR1;2023;09;02;00;17;30.00; 9; 7; 9; 5; 0; 0;  0.26;  0.10;  0.01;  0.00;  0.00;3738358.0915;1148173.8783;5021815.8805; 0.0837; 0.0619; 0.0703;5793868.1061; 641456.3228;    124.2669; 0.0556; 0.0650; 0.0920; 2.4431; 0.0147;    NaN;   0.85; 2418.3015;    8.1063;    1.8449;   23.5220;    0.0000;    0.0000
BOR1;2023;09;02;00;18;00.00;10; 7; 9; 5; 0; 0;  0.22;  0.11;  0.01;  0.00;  0.01;3738358.1005;1148173.8789;5021815.8795; 0.0942; 0.0701; 0.0786;5793868.0985; 641456.3209;    124.2716; 0.0624; 0.0737; 0.1031; 2.4424; 0.0165;    NaN;   0.99; 2418.3017;    8.1059;    1.8449;   23.5222;    0.0000;    0.0000
BOR1;2023;09;02;00;18;30.00;10; 7; 9; 5; 0; 0;  0.22;  0.08;  0.01;  0.00;  0.00;3738358.1003;1148173.8775;5021815.8719; 0.0682; 0.0511; 0.0567;5793868.0943; 641456.3197;    124.2652; 0.0451; 0.0539; 0.0745; 2.4428; 0.0119;    NaN;   0.74; 2418.2917;    8.1061;    1.8450;   23.5222;    0.0000;    0.0000
BOR1;2023;09;02;00;19;00.00;10; 7; 9; 5; 0; 0;  0.22;  0.09;  0.01;  0.00;  0.00;3738358.1037;1148173.8764;5021815.8697; 0.0808; 0.0610; 0.0669;5793868.0905; 641456.3178;    124.2653; 0.0533; 0.0643; 0.0880; 2.4427; 0.0140;    NaN;   0.90; 2418.2986;    8.1062;    1.8450;   23.5221;    0.0000;    0.0000
BOR1;2023;09;02;00;19;30.00;10; 7; 9; 5; 0; 0;  0.22;  0.07;  0.01;  0.00;  0.00;3738358.1092;1148173.8796;5021815.8718; 0.0571; 0.0433; 0.0470;5793868.0870; 641456.3193;    124.2707; 0.0376; 0.0458; 0.0619; 2.4420; 0.0098;    NaN;   0.66; 2418.3051;    8.1060;    1.8449;   23.5220;    0.0000;    0.0000
BOR1;2023;09;02;00;20;00.00;10; 7; 9; 5; 0; 0;  0.22;  0.07;  0.01;  0.00;  0.00;3738358.1164;1148173.8830;5021815.8733; 0.0635; 0.0485; 0.0521;5793868.0817; 641456.3207;    124.2767; 0.0417; 0.0513; 0.0687; 2.4410; 0.0109;    NaN;   0.75; 2418.3149;    8.1060;    1.8449;   23.5219;    0.0000;    0.0000
BOR1;2023;09;02;00;20;30.00;10; 7; 9; 5; 0; 0;  0.22;  0.09;  0.01;  0.00;  0.00;3738358.1255;1148173.8824;5021815.8745; 0.0742; 0.0571; 0.0606;5793868.0756; 641456.3176;    124.2829; 0.0487; 0.0605; 0.0800; 2.4399; 0.0126;    NaN;   0.91; 2418.3193;    8.1058;    1.8449;   23.5221;    0.0000;    0.0000
BOR1;2023;09;02;00;21;00.00;10; 7; 8; 5; 0; 0;  0.24;  0.09;  0.01;  0.00;  0.00;3738358.1322;1148173.8806;5021815.8721; 0.0738; 0.0570; 0.0602;5793868.0694; 641456.3141;    124.2846; 0.0482; 0.0604; 0.0796; 2.4390; 0.0127;    NaN;   0.93; 2418.3268;    8.1060;    1.8448;   23.5221;    0.0000;    0.0000
BOR1;2023;09;02;00;21;30.00;10; 7; 8; 5; 0; 0;  0.24;  0.08;  0.01;  0.00;  0.00;3738358.1339;1148173.8830;5021815.8698; 0.0655; 0.0508; 0.0533;5793868.0662; 641456.3160;    124.2842; 0.0427; 0.0539; 0.0706; 2.4382; 0.0114;    NaN;   0.85; 2418.3292;    8.1063;    1.8448;   23.5222;    0.0000;    0.0000
BOR1;2023;09;02;00;22;00.00;10; 7; 8; 5; 0; 0;  0.24;  0.07;  0.01;  0.00;  0.00;3738358.1376;1148173.8855;5021815.8721; 0.0620; 0.0484; 0.0504;5793868.0642; 641456.3173;    124.2886; 0.0403; 0.0513; 0.0669; 2.4372; 0.0108;    NaN;   0.82; 2418.3333;    8.1064;    1.8448;   23.5223;    0.0000;    0.0000
BOR1;2023;09;02;00;22;30.00;10; 7; 8; 5; 0; 0;  0.24;  0.08;  0.01;  0.00;  0.00;3738358.1402;1148173.8866;5021815.8735; 0.0635; 0.0498; 0.0516;5793868.0629; 641456.3177;    124.2915; 0.0411; 0.0528; 0.0685; 2.4365; 0.0112;    NaN;   0.87; 2418.3368;    8.1064;    1.8448;   23.5224;    0.0000;    0.0000
BOR1;2023;09;02;00;23;00.00;10; 7; 8; 5; 0; 0;  0.24;  0.07;  0.01;  0.00;  0.00;3738358.1460;1148173.8854;5021815.8736; 0.0594; 0.0468; 0.0482;5793868.0588; 641456.3149;    124.2947; 0.0383; 0.0496; 0.0641; 2.4358; 0.0105;    NaN;   0.83; 2418.3429;    8.1063;    1.8448;   23.5226;    0.0000;    0.0000
BOR1;2023;09;02;00;23;30.00;10; 7; 8; 5; 0; 0;  0.24;  0.07;  0.01;  0.00;  0.00;3738358.1459;1148173.8869;5021815.8737; 0.0595; 0.0471; 0.0483;5793868.0585; 641456.3164;    124.2950; 0.0383; 0.0500; 0.0642; 2.4350; 0.0106;    NaN;   0.86; 2418.3410;    8.1065;    1.8448;   23.5227;    0.0000;    0.0000
BOR1;2023;09;02;00;24;00.00;10; 7; 8; 5; 0; 0;  0.24;  0.06;  0.01;  0.00;  0.00;3738358.1518;1148173.8871;5021815.8731; 0.0477; 0.0379; 0.0387;5793868.0537; 641456.3150;    124.2980; 0.0306; 0.0403; 0.0515; 2.4340; 0.0086;    NaN;   0.70; 2418.3477;    8.1063;    1.8446;   23.5228;    0.0000;    0.0000
BOR1;2023;09;02;00;24;30.00;10; 7; 8; 5; 0; 0;  0.24;  0.08;  0.01;  0.00;  0.00;3738358.1553;1148173.8890;5021815.8755; 0.0632; 0.0504; 0.0511;5793868.0521; 641456.3158;    124.3023; 0.0404; 0.0536; 0.0682; 2.4331; 0.0114;    NaN;   0.95; 2418.3540;    8.1065;    1.8445;   23.5228;    0.0000;    0.0000
BOR1;2023;09;02;00;25;00.00;10; 7; 8; 5; 0; 0;  0.24;  0.07;  0.01;  0.00;  0.00;3738358.1554;1148173.8916;5021815.8776; 0.0567; 0.0454; 0.0458;5793868.0528; 641456.3182;    124.3044; 0.0361; 0.0483; 0.0611; 2.4325; 0.0103;    NaN;   0.88; 2418.3619;    8.1064;    1.8444;   23.5229;    0.0000;    0.0000
BOR1;2023;09;02;00;25;30.00;10; 7; 8; 5; 0; 0;  0.23;  0.07;  0.01;  0.00;  0.00;3738358.1588;1148173.8917;5021815.8801; 0.0568; 0.0457; 0.0459;5793868.0516; 641456.3174;    124.3085; 0.0361; 0.0486; 0.0612; 2.4314; 0.0103;    NaN;   0.90; 2418.3658;    8.1067;    1.8444;   23.5229;    0.0000;    0.0000
BOR1;2023;09;02;00;26;00.00;10; 7; 8; 5; 0; 0;  0.23;  0.06;  0.01;  0.00;  0.00;3738358.1639;1148173.8919;5021815.8814; 0.0466; 0.0376; 0.0375;5793868.0485; 641456.3161;    124.3125; 0.0295; 0.0401; 0.0502; 2.4303; 0.0085;    NaN;   0.76; 2418.3679;    8.1067;    1.8444;   23.5228;    0.0000;    0.0000
BOR1;2023;09;02;00;26;30.00;10; 7; 8; 5; 0; 0;  0.23;  0.06;  0.01;  0.00;  0.00;3738358.1638;1148173.8932;5021815.8814; 0.0477; 0.0387; 0.0384;5793868.0484; 641456.3175;    124.3127; 0.0302; 0.0412; 0.0514; 2.4298; 0.0087;    NaN;   0.80; 2418.3670;    8.1066;    1.8444;   23.5230;    0.0000;    0.0000
BOR1;2023;09;02;00;27;00.00;10; 7; 8; 5; 0; 0;  0.23;  0.06;  0.01;  0.00;  0.00;3738358.1664;1148173.8969;5021815.8834; 0.0494; 0.0403; 0.0397;5793868.0468; 641456.3203;    124.3165; 0.0312; 0.0429; 0.0532; 2.4295; 0.0090;    NaN;   0.84; 2418.3732;    8.1064;    1.8444;   23.5233;    0.0000;    0.0000
BOR1;2023;09;02;00;27;30.00;10; 7; 8; 5; 0; 0;  0.23;  0.07;  0.01;  0.00;  0.00;3738358.1674;1148173.8970;5021815.8820; 0.0537; 0.0440; 0.0432;5793868.0452; 641456.3201;    124.3159; 0.0339; 0.0469; 0.0578; 2.4292; 0.0098;    NaN;   0.94; 2418.3768;    8.1063;    1.8443;   23.5234;    0.0000;    0.0000
BOR1;2023;09;02;00;28;00.00;10; 7; 8; 5; 0; 0;  0.23;  0.06;  0.01;  0.00;  0.00;3738358.1704;1148173.8999;5021815.8838; 0.0470; 0.0387; 0.0378;5793868.0434; 641456.3221;    124.3196; 0.0296; 0.0412; 0.0506; 2.4286; 0.0086;    NaN;   0.84; 2418.3818;    8.1065;    1.8442;   23.5234;    0.0000;    0.0000
BOR1;2023;09;02;00;28;30.00;10; 7; 8; 5; 0; 0;  0.23;  0.06;  0.01;  0.00;  0.00;3738358.1718;1148173.9013;5021815.8840; 0.0474; 0.0392; 0.0380;5793868.0421; 641456.3231;    124.3209; 0.0297; 0.0417; 0.0510; 2.4281; 0.0087;    NaN;   0.87; 2418.3853;    8.1066;    1.8442;   23.5235;    0.0000;    0.0000
BOR1;2023;09;02;00;29;00.00;10; 7; 8; 5; 0; 0;  0.23;  0.07;  0.01;  0.00;  0.00;3738358.1722;1148173.9024;5021815.8846; 0.0532; 0.0441; 0.0426;5793868.0420; 641456.3240;    124.3218; 0.0333; 0.0470; 0.0571; 2.4277; 0.0097;    NaN;   1.00; 2418.3908;    8.1068;    1.8441;   23.5235;    0.0000;    0.0000
BOR1;2023;09;02;00;29;30.00;10; 7; 8; 5; 0; 0;  0.23;  0.06;  0.01;  0.00;  0.00;3738358.1729;1148173.9046;5021815.8853; 0.0439; 0.0366; 0.0351;5793868.0414; 641456.3259;    124.3231; 0.0274; 0.0390; 0.0471; 2.4271; 0.0080;    NaN;   0.84; 2418.3894;    8.1069;    1.8441;   23.5234;    0.0000;    0.0000
BOR1;2023;09;02;00;30;00.00;10; 6; 8; 5; 0; 0;  0.26;  0.05;  0.00;  0.00;  0.00;3738358.1738;1148173.9086;5021815.8869; 0.0379; 0.0317; 0.0302;5793868.0409; 641456.3295;    124.3256; 0.0236; 0.0338; 0.0407; 2.4265; 0.0069;    NaN;   0.74; 2418.3967;    8.1069;    1.8441;   23.5234;    0.0000;    0.0000
BOR1;2023;09;02;00;30;30.00;10; 6; 8; 5; 0; 0;  0.26;  0.05;  0.01;  0.00;  0.00;3738358.1762;1148173.9081;5021815.8875; 0.0421; 0.0353; 0.0336;5793868.0396; 641456.3283;    124.3274; 0.0262; 0.0377; 0.0452; 2.4261; 0.0077;    NaN;   0.84; 2418.3995;    8.1070;    1.8442;   23.5234;    0.0000;    0.0000
BOR1;2023;09;02;00;31;00.00;10; 6; 8; 5; 0; 0;  0.25;  0.06;  0.01;  0.00;  0.00;3738358.1790;1148173.9078;5021815.8894; 0.0425; 0.0358; 0.0339;5793868.0386; 641456.3272;    124.3305; 0.0264; 0.0382; 0.0456; 2.4255; 0.0078;    NaN;   0.87; 2418.4020;    8.1071;    1.8442;   23.5235;    0.0000;    0.0000
BOR1;2023;09;02;00;31;30.00;10; 6; 8; 5; 0; 0;  0.25;  0.06;  0.01;  0.00;  0.00;3738358.1796;1148173.9074;5021815.8894; 0.0448; 0.0380; 0.0357;5793868.0383; 641456.3266;    124.3308; 0.0278; 0.0405; 0.0481; 2.4251; 0.0083;    NaN;   0.94; 2418.4042;    8.1072;    1.8441;   23.5236;    0.0000;    0.0000
BOR1;2023;09;02;00;32;00.00;10; 6; 8; 5; 0; 0;  0.25;  0.05;  0.01;  0.00;  0.00;3738358.1792;1148173.9075;5021815.8894; 0.0388; 0.0329; 0.0309;5793868.0386; 641456.3269;    124.3306; 0.0240; 0.0352; 0.0416; 2.4247; 0.0071;    NaN;   0.83; 2418.4054;    8.1073;    1.8441;   23.5237;    0.0000;    0.0000
BOR1;2023;09;02;00;32;30.00;10; 6; 8; 5; 0; 0;  0.25;  0.05;  0.01;  0.00;  0.00;3738358.1791;1148173.9088;5021815.8901; 0.0408; 0.0348; 0.0324;5793868.0387; 641456.3281;    124.3313; 0.0252; 0.0371; 0.0437; 2.4244; 0.0075;    NaN;   0.89; 2418.4043;    8.1071;    1.8441;   23.5236;    0.0000;    0.0000
BOR1;2023;09;02;00;33;00.00;10; 6; 8; 5; 0; 0;  0.25;  0.06;  0.01;  0.00;  0.00;3738358.1785;1148173.9103;5021815.8906; 0.0451; 0.0386; 0.0358;5793868.0392; 641456.3298;    124.3316; 0.0278; 0.0412; 0.0483; 2.4238; 0.0083;    NaN;   1.00; 2418.4019;    8.1073;    1.8441;   23.5237;    0.0000;    0.0000
BOR1;2023;09;02;00;33;30.00;10; 6; 8; 5; 0; 0;  0.25;  0.05;  0.01;  0.00;  0.00;3738358.1789;1148173.9120;5021815.8914; 0.0385; 0.0330; 0.0305;5793868.0390; 641456.3312;    124.3328; 0.0237; 0.0353; 0.0412; 2.4232; 0.0071;    NaN;   0.87; 2418.4072;    8.1074;    1.8441;   23.5238;    0.0000;    0.0000
